"gender","age_range","follower_count","created_date","time_period","end_timestamp"
"U","45-54",6,"2021-08-10 12:01:02.447868+00","lifetime","2021-08-09 07:00:00+00"
"U","55-64",2,"2021-08-10 12:01:02.447868+00","lifetime","2021-08-09 07:00:00+00"
"F","13-17",1,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"F","18-24",22,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"F","25-34",118,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"F","35-44",41,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"F","45-54",10,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"F","55-64",8,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"F","65+",1,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"M","13-17",2,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"M","18-24",22,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"M","25-34",69,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"M","35-44",28,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"M","45-54",11,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"M","55-64",5,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"M","65+",1,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"U","13-17",3,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"U","18-24",35,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"U","25-34",76,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"U","35-44",20,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"U","45-54",6,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"U","55-64",2,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"U","65+",1,"2021-08-11 12:00:52.15185+00","lifetime","2021-08-10 07:00:00+00"
"F","13-17",1,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"F","18-24",21,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"F","25-34",118,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"F","35-44",42,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"F","45-54",10,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"F","55-64",8,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"F","65+",1,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"M","13-17",2,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"M","18-24",22,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"M","25-34",68,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"M","35-44",30,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"M","45-54",12,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"M","55-64",5,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"M","65+",1,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"U","13-17",3,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"U","18-24",36,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"U","25-34",77,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"U","35-44",20,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"U","45-54",6,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"U","55-64",2,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"U","65+",1,"2021-08-12 12:00:48.136025+00","lifetime","2021-08-11 07:00:00+00"
"F","13-17",1,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"F","18-24",21,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"F","25-34",120,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"F","35-44",43,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"F","45-54",10,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"F","55-64",8,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"F","65+",1,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"M","13-17",2,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"M","18-24",22,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"M","25-34",70,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"M","35-44",31,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"M","45-54",13,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"M","55-64",5,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"M","65+",1,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"U","13-17",3,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"U","18-24",36,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"U","25-34",79,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"U","35-44",23,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"U","45-54",6,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"U","55-64",2,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"U","65+",1,"2021-08-13 12:00:49.689768+00","lifetime","2021-08-12 07:00:00+00"
"F","13-17",1,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"F","18-24",21,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"F","25-34",124,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"F","35-44",43,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"F","45-54",10,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"F","55-64",8,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"F","65+",1,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"M","13-17",2,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"M","18-24",21,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"M","25-34",71,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"M","35-44",32,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"M","45-54",13,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"M","55-64",5,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"M","65+",1,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"U","13-17",3,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"U","18-24",37,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"U","25-34",78,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"U","35-44",22,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"U","45-54",6,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"U","55-64",2,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"U","65+",1,"2021-08-14 12:00:51.723347+00","lifetime","2021-08-13 07:00:00+00"
"F","13-17",1,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"F","18-24",21,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"F","25-34",123,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"F","35-44",44,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"F","45-54",10,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"F","55-64",8,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"F","65+",1,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"M","13-17",2,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"M","18-24",20,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"M","25-34",76,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"M","35-44",32,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"M","45-54",13,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"M","55-64",5,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"M","65+",1,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"U","13-17",3,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"U","18-24",39,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"U","25-34",78,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"U","35-44",22,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"U","45-54",6,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"U","55-64",2,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"U","65+",1,"2021-08-15 12:01:01.448811+00","lifetime","2021-08-14 07:00:00+00"
"F","13-17",1,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"F","18-24",21,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"F","25-34",123,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"F","35-44",44,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"F","45-54",12,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"F","55-64",8,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"F","65+",1,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"M","13-17",2,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"M","18-24",19,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"M","25-34",77,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"M","35-44",34,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"M","45-54",13,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"M","55-64",5,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"M","65+",1,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"U","13-17",3,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"U","18-24",40,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"U","25-34",78,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"U","35-44",21,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"U","45-54",6,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"U","55-64",2,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"U","65+",1,"2021-08-16 12:00:47.485225+00","lifetime","2021-08-15 07:00:00+00"
"F","13-17",1,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"F","18-24",22,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"F","25-34",125,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"F","35-44",45,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"F","45-54",11,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"F","55-64",8,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"F","65+",1,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"M","13-17",2,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"M","18-24",19,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"M","25-34",77,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"M","35-44",34,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"M","45-54",12,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"M","55-64",5,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"M","65+",1,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"U","13-17",3,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"U","18-24",41,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"U","25-34",81,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"U","35-44",21,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"U","45-54",6,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"U","55-64",1,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"U","65+",1,"2021-08-17 12:00:51.749049+00","lifetime","2021-08-16 07:00:00+00"
"F","13-17",1,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"F","18-24",22,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"F","25-34",124,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"F","35-44",46,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"F","45-54",11,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"F","55-64",8,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"F","65+",1,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"M","13-17",2,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"M","18-24",19,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"M","25-34",79,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"M","35-44",34,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"M","45-54",12,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"M","55-64",5,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"M","65+",1,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"U","13-17",3,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"U","18-24",41,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"U","25-34",82,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"U","35-44",21,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"U","45-54",6,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"U","55-64",1,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"U","65+",1,"2021-08-18 12:00:44.835771+00","lifetime","2021-08-17 07:00:00+00"
"F","13-17",1,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"F","18-24",26,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"F","25-34",125,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"F","35-44",47,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"F","45-54",11,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"F","55-64",8,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"F","65+",1,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"M","13-17",2,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"M","18-24",20,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"M","25-34",80,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"M","35-44",33,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"M","45-54",12,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"M","55-64",5,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"M","65+",1,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"U","13-17",3,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"U","18-24",42,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"U","25-34",82,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"U","35-44",22,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"U","45-54",7,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"U","55-64",2,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"U","65+",1,"2021-08-19 12:00:44.245751+00","lifetime","2021-08-18 07:00:00+00"
"F","13-17",1,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"F","18-24",26,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"F","25-34",127,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"F","35-44",47,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"F","45-54",11,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"F","55-64",8,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"F","65+",1,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"M","13-17",2,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"M","18-24",19,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"M","25-34",81,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"M","35-44",33,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"M","45-54",12,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"M","55-64",5,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"M","65+",1,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"U","13-17",3,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"U","18-24",44,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"U","25-34",83,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"U","35-44",22,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"U","45-54",8,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"U","55-64",2,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"U","65+",1,"2021-08-20 12:00:40.795702+00","lifetime","2021-08-19 07:00:00+00"
"F","13-17",1,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"F","18-24",27,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"F","25-34",127,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"F","35-44",48,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"F","45-54",11,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"F","55-64",8,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"F","65+",1,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"M","13-17",2,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"M","18-24",19,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"M","25-34",82,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"M","35-44",35,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"M","45-54",12,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"M","55-64",5,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"M","65+",1,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"U","13-17",3,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"U","18-24",44,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"U","25-34",84,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"U","35-44",22,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"U","45-54",8,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"U","55-64",2,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"U","65+",1,"2021-08-21 12:00:40.912456+00","lifetime","2021-08-20 07:00:00+00"
"F","13-17",1,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"F","18-24",26,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"F","25-34",129,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"F","35-44",47,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"F","45-54",11,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"F","55-64",8,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"F","65+",1,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"M","13-17",2,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"M","18-24",19,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"M","25-34",85,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"M","35-44",35,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"M","45-54",12,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"M","55-64",5,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"M","65+",1,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"U","13-17",3,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"U","18-24",43,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"U","25-34",85,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"U","35-44",25,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"U","45-54",8,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"U","55-64",2,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"U","65+",1,"2021-08-22 12:00:42.385207+00","lifetime","2021-08-21 07:00:00+00"
"F","13-17",1,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"F","18-24",26,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"F","25-34",130,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"F","35-44",47,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"F","45-54",11,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"F","55-64",8,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"F","65+",1,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"M","13-17",2,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"M","18-24",19,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"M","25-34",86,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"M","35-44",35,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"M","45-54",13,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"M","55-64",5,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"M","65+",1,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"U","13-17",3,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"U","18-24",43,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"U","25-34",86,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"U","35-44",26,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"U","45-54",8,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"U","55-64",3,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"U","65+",1,"2021-08-23 12:00:42.444806+00","lifetime","2021-08-22 07:00:00+00"
"F","13-17",1,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"F","18-24",26,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"F","25-34",130,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"F","35-44",47,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"F","45-54",11,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"F","55-64",8,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"F","65+",1,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"M","13-17",2,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"M","18-24",19,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"M","25-34",86,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
