"gender","age_range","follower_count","created_date","time_period","end_timestamp"
"M","35-44",35,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"M","45-54",13,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"M","55-64",5,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"M","65+",1,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"U","13-17",3,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"U","18-24",43,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"U","25-34",86,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"U","35-44",26,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"U","45-54",8,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"U","55-64",3,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"U","65+",1,"2021-08-24 12:00:49.146881+00","lifetime","2021-08-23 07:00:00+00"
"F","13-17",1,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"F","18-24",28,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"F","25-34",131,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"F","35-44",47,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"F","45-54",11,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"F","55-64",8,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"F","65+",1,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"M","13-17",4,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"M","18-24",20,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"M","25-34",84,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"M","35-44",36,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"M","45-54",13,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"M","55-64",5,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"M","65+",1,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"U","13-17",3,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"U","18-24",43,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"U","25-34",90,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"U","35-44",25,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"U","45-54",9,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"U","55-64",3,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"U","65+",1,"2021-08-25 12:00:43.336393+00","lifetime","2021-08-24 07:00:00+00"
"F","13-17",1,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"F","18-24",29,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"F","25-34",133,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"F","35-44",48,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"F","45-54",11,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"F","55-64",8,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"F","65+",1,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"M","13-17",4,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"M","18-24",20,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"M","25-34",85,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"M","35-44",35,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"M","45-54",13,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"M","55-64",5,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"M","65+",1,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"U","13-17",3,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"U","18-24",44,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"U","25-34",91,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"U","35-44",28,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"U","45-54",9,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"U","55-64",3,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"U","65+",1,"2021-08-26 12:00:42.397211+00","lifetime","2021-08-25 07:00:00+00"
"F","13-17",1,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"F","18-24",28,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"F","25-34",135,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"F","35-44",47,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"F","45-54",12,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"F","55-64",8,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"F","65+",1,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"M","13-17",4,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"M","18-24",20,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"M","25-34",86,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"M","35-44",35,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"M","45-54",13,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"M","55-64",5,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"M","65+",1,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"U","13-17",3,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"U","18-24",42,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"U","25-34",92,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"U","35-44",28,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"U","45-54",9,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"U","55-64",3,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"U","65+",1,"2021-08-27 12:00:39.539703+00","lifetime","2021-08-26 07:00:00+00"
"F","13-17",1,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"F","18-24",29,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"F","25-34",133,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"F","35-44",48,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"F","45-54",12,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"F","55-64",9,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"F","65+",1,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"M","13-17",4,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"M","18-24",20,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"M","25-34",87,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"M","35-44",35,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"M","45-54",13,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"M","55-64",5,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"M","65+",1,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"U","13-17",3,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"U","18-24",42,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"U","25-34",95,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"U","35-44",29,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"U","45-54",9,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"U","55-64",3,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"U","65+",1,"2021-08-28 12:00:38.866141+00","lifetime","2021-08-27 07:00:00+00"
"F","13-17",1,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"F","18-24",28,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"F","25-34",133,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"F","35-44",49,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"F","45-54",13,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"F","55-64",9,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"F","65+",1,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"M","13-17",4,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"M","18-24",20,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"M","25-34",87,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"M","35-44",35,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"M","45-54",13,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"M","55-64",5,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"M","65+",1,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"U","13-17",3,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"U","18-24",42,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"U","25-34",96,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"U","35-44",29,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"U","45-54",9,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"U","55-64",2,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"U","65+",1,"2021-08-29 12:00:40.613933+00","lifetime","2021-08-28 07:00:00+00"
"F","13-17",1,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"F","18-24",29,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"F","25-34",133,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"F","35-44",48,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"F","45-54",13,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"F","55-64",8,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"F","65+",1,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"M","13-17",4,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"M","18-24",20,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"M","25-34",89,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"M","35-44",34,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"M","45-54",13,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"M","55-64",5,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"M","65+",1,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"U","13-17",3,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"U","18-24",43,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"U","25-34",98,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"U","35-44",29,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"U","45-54",10,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"U","55-64",2,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"U","65+",1,"2021-08-30 12:00:57.205614+00","lifetime","2021-08-29 07:00:00+00"
"F","13-17",1,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"F","18-24",29,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"F","25-34",130,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"F","35-44",47,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"F","45-54",13,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"F","55-64",8,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"F","65+",1,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"M","13-17",4,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"M","18-24",20,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"M","25-34",89,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"M","35-44",35,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"M","45-54",13,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"M","55-64",5,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"M","65+",1,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"U","13-17",3,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"U","18-24",43,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"U","25-34",98,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"U","35-44",30,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"U","45-54",10,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"U","55-64",2,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"U","65+",1,"2021-08-31 12:00:55.269338+00","lifetime","2021-08-30 07:00:00+00"
"F","13-17",1,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"F","18-24",29,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"F","25-34",130,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"F","35-44",46,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"F","45-54",13,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"F","55-64",8,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"F","65+",1,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"M","13-17",4,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"M","18-24",20,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"M","25-34",88,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"M","35-44",35,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"M","45-54",13,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"M","55-64",5,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"M","65+",1,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"U","13-17",3,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"U","18-24",43,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"U","25-34",100,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"U","35-44",30,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"U","45-54",10,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"U","55-64",2,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"U","65+",1,"2021-09-01 12:00:58.13146+00","lifetime","2021-08-31 07:00:00+00"
"F","13-17",1,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"F","18-24",32,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"F","25-34",131,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"F","35-44",45,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"F","45-54",13,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"F","55-64",8,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"F","65+",1,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"M","13-17",4,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"M","18-24",21,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"M","25-34",90,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"M","35-44",39,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"M","45-54",14,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"M","55-64",5,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"M","65+",1,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"U","13-17",3,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"U","18-24",47,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"U","25-34",103,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"U","35-44",31,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"U","45-54",12,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"U","55-64",2,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"U","65+",1,"2021-09-03 12:00:40.569797+00","lifetime","2021-09-02 07:00:00+00"
"F","13-17",1,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"F","18-24",33,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"F","25-34",136,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"F","35-44",45,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"F","45-54",12,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"F","55-64",8,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"F","65+",1,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"M","13-17",4,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"M","18-24",21,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"M","25-34",95,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"M","35-44",40,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"M","45-54",14,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"M","55-64",5,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"M","65+",1,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"U","13-17",3,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"U","18-24",49,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"U","25-34",103,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"U","35-44",33,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"U","45-54",11,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"U","55-64",2,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"U","65+",2,"2021-09-04 12:00:45.937932+00","lifetime","2021-09-03 07:00:00+00"
"F","13-17",1,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"F","18-24",33,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"F","25-34",136,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"F","35-44",45,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"F","45-54",12,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"F","55-64",8,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"F","65+",1,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"M","13-17",4,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"M","18-24",21,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"M","25-34",95,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"M","35-44",40,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"M","45-54",14,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"M","55-64",5,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"M","65+",1,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"U","13-17",3,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"U","18-24",49,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"U","25-34",103,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"U","35-44",33,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"U","45-54",11,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"U","55-64",2,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"U","65+",2,"2021-09-05 12:00:43.955974+00","lifetime","2021-09-04 07:00:00+00"
"F","13-17",1,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"F","18-24",35,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"F","25-34",137,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"F","35-44",48,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"F","45-54",12,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"F","55-64",8,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"F","65+",1,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"M","13-17",4,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"M","18-24",23,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"M","25-34",96,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"M","35-44",40,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"M","45-54",14,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"M","55-64",5,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"M","65+",1,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"U","13-17",3,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"U","18-24",49,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"U","25-34",108,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"U","35-44",33,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"U","45-54",11,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"U","55-64",1,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"U","65+",2,"2021-09-06 12:00:42.837698+00","lifetime","2021-09-05 07:00:00+00"
"F","13-17",1,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"F","18-24",34,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"F","25-34",139,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"F","35-44",48,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"F","45-54",13,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"F","55-64",8,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"F","65+",1,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"M","13-17",4,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"M","18-24",24,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"M","25-34",96,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"M","35-44",40,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"M","45-54",15,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"M","55-64",5,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"M","65+",1,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"U","13-17",3,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"U","18-24",52,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"U","25-34",108,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"U","35-44",33,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"U","45-54",11,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"U","55-64",1,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"U","65+",2,"2021-09-07 12:00:42.108934+00","lifetime","2021-09-06 07:00:00+00"
"F","13-17",1,"2021-09-08 12:00:39.371293+00","lifetime","2021-09-07 07:00:00+00"
