"country_code","follower_count","created_date","time_period","end_timestamp"
"DE",33,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"NP",2,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"BD",9,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"FI",2,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"RU",3,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"BE",3,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"PT",11,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"BG",2,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"JP",2,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"TZ",6,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"HR",2,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"UA",3,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"FR",21,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"BR",4,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"MA",7,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"KE",2,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"ID",4,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"GB",148,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"IE",2,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"CA",16,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"US",203,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"IL",3,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"AE",7,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"CH",8,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"IN",27,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"GM",5,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"ZA",3,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"IR",3,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"GR",4,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"IT",18,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"MX",20,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"ES",17,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"CR",4,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"AT",3,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"TH",5,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"AU",13,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"CZ",3,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"PH",2,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"NG",4,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"PK",5,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"PL",4,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"RO",3,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"TR",2,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"NL",9,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"LK",5,"2021-09-30 12:00:37.530555+00","lifetime","2021-09-29 07:00:00+00"
"RS",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"DE",21,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"PR",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"BD",3,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"BE",3,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"RU",3,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"PT",10,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"BG",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"HR",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"FR",12,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"BR",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"UG",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"SE",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"MA",3,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"DZ",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"ID",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"GB",116,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"IE",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"CA",11,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"US",108,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"IL",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"AE",3,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"CH",6,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"IN",20,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"GM",4,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"ZA",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"IR",3,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"CN",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"GR",3,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"IT",6,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"MX",8,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"GT",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"ES",7,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"CR",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"XK",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"AT",4,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"TH",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"AU",13,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"CY",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"CZ",2,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"PK",4,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"PL",4,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"ZW",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"NL",5,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"LK",1,"2021-07-28 12:00:42.959547+00","lifetime","2021-07-27 07:00:00+00"
"RS",1,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"DE",21,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"BD",3,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"FI",1,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"BE",3,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"RU",3,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"PT",9,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"BG",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"TZ",1,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"HR",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"FR",12,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"SA",1,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"BR",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"SE",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"MA",3,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"DZ",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"ID",3,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"GB",119,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"CA",10,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"US",110,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"IL",1,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"AE",3,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"CH",6,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"IN",22,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"GM",4,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"MT",1,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"ZA",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"IR",3,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"CN",1,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"GR",3,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"IT",6,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"MX",8,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"GT",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"ES",7,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"CR",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"XK",1,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"AT",4,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"TH",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"AU",13,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"CZ",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"PK",4,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"PL",4,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"TR",2,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"NL",5,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"LK",1,"2021-07-29 12:00:43.644997+00","lifetime","2021-07-28 07:00:00+00"
"NO",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"DE",23,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"BD",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"FI",1,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"BE",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"RU",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"PT",9,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"BG",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"JP",1,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"TZ",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"HR",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"FR",12,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"SA",1,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"BR",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"SE",1,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"MA",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"DZ",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"ID",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"GB",119,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"CA",10,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"US",110,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"AE",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"AF",1,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"CH",5,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"IN",23,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"GM",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"ZA",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"IR",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"CN",1,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"AL",1,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"GR",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"IT",7,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"MX",8,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"GT",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"ES",8,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"CR",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"XK",1,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"AT",4,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"TH",3,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"AU",13,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"CZ",2,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"JE",1,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"PK",4,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"PL",4,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"NL",4,"2021-07-30 12:00:40.342511+00","lifetime","2021-07-29 07:00:00+00"
"NO",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"DE",23,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"BD",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"JM",1,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"RU",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"BE",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"PT",9,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"BG",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"TZ",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"HR",1,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"FR",12,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"BR",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"SE",1,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"MA",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"DZ",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"KE",1,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"ID",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"GB",119,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"IE",1,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"CA",10,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"US",109,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"AE",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"CH",5,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"IN",23,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"GM",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"ZA",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"IR",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"CN",1,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"GR",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"IT",7,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"MX",9,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"GT",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"ES",8,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"CR",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"XK",1,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"AT",4,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"TH",3,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"AU",13,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"CY",1,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"CZ",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"PK",4,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"PL",4,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"TR",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"NL",4,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"LK",2,"2021-07-31 12:00:46.566065+00","lifetime","2021-07-30 07:00:00+00"
"RS",1,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"NO",2,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"DE",23,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"BD",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"FI",1,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"BE",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"RU",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"PT",9,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"BG",2,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"TZ",2,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"HR",1,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"FR",12,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"BR",2,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"SE",1,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"MA",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"DZ",2,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"KE",1,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"ID",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"GB",118,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"CA",10,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"US",111,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"AE",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"AF",1,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"CH",5,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"IN",23,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"GM",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"ZA",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"IR",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"GR",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"IT",7,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"MX",10,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"GT",2,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"ES",8,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"CR",2,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"XK",1,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"AT",4,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"TH",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"AU",13,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"CZ",3,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"VN",1,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"PK",4,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"PL",4,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"TR",2,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"NL",4,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"LK",2,"2021-08-01 12:00:42.775181+00","lifetime","2021-07-31 07:00:00+00"
"NO",2,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"DE",23,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"BD",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"FI",1,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"RU",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"BE",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"PT",8,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"BG",2,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"TZ",2,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"FR",12,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"BR",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"MA",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"DZ",2,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"ID",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"GB",117,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"CA",10,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"US",111,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"AE",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"AF",1,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"CH",5,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"IN",23,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"GM",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"MT",1,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"ZA",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"IR",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"GR",3,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"IT",7,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"MX",10,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"GT",2,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"ES",8,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"CR",2,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"PA",1,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
"XK",1,"2021-08-02 12:00:51.748151+00","lifetime","2021-08-01 07:00:00+00"
