user_account,followers_count,follows_count,media_count,created_date,followers_count_group,,,
 comp 10,11246,4016,353,2021-08-05 00:00:41.006638+00,Over 10k,,,
 comp 14,3040,864,80,2021-08-05 00:00:41.006638+00,1k-5k,,,
 comp 15,8734,6939,963,2021-08-05 00:00:41.006638+00,5k-10k,,,
 comp 17,12457,805,225,2021-08-05 00:00:41.006638+00,Over 10k,,,
 comp 18,5650,1897,626,2021-08-05 00:00:41.006638+00,5k-10k,,,
nomadpursuit,663,309,55,2021-08-05 01:00:41.692801+00,Under 1k,,,
 comp 2,744,697,20,2021-08-05 01:00:41.692801+00,Under 1k,,,
 comp 3,627,378,77,2021-08-05 01:00:41.692801+00,Under 1k,,,
 comp 10,11246,4016,353,2021-08-05 01:00:41.692801+00,Over 10k,,,
 comp 14,3040,864,80,2021-08-05 01:00:41.692801+00,1k-5k,,,
 comp 15,8734,6936,963,2021-08-05 01:00:41.692801+00,5k-10k,,,
 comp 17,12457,805,225,2021-08-05 01:00:41.692801+00,Over 10k,,,
 comp 18,5650,1897,626,2021-08-05 01:00:41.692801+00,5k-10k,,,
nomadpursuit,663,310,55,2021-08-05 02:00:50.327672+00,Under 1k,,,
 comp 2,744,697,20,2021-08-05 02:00:50.327672+00,Under 1k,,,
 comp 3,627,378,77,2021-08-05 02:00:50.327672+00,Under 1k,,,
 comp 10,11246,4016,353,2021-08-05 02:00:50.327672+00,Over 10k,,,
 comp 14,3040,864,80,2021-08-05 02:00:50.327672+00,1k-5k,,,
 comp 15,8737,6939,963,2021-08-05 02:00:50.327672+00,5k-10k,,,
 comp 17,12457,805,225,2021-08-05 02:00:50.327672+00,Over 10k,,,
 comp 18,5650,1897,626,2021-08-05 02:00:50.327672+00,5k-10k,,,
nomadpursuit,663,310,55,2021-08-05 03:00:47.223576+00,Under 1k,,,
 comp 2,743,697,20,2021-08-05 03:00:47.223576+00,Under 1k,,,
 comp 3,627,378,77,2021-08-05 03:00:47.223576+00,Under 1k,,,
 comp 10,11245,4016,353,2021-08-05 03:00:47.223576+00,Over 10k,,,
 comp 14,3040,864,80,2021-08-05 03:00:47.223576+00,1k-5k,,,
 comp 15,8734,6936,963,2021-08-05 03:00:47.223576+00,5k-10k,,,
 comp 17,12457,805,225,2021-08-05 03:00:47.223576+00,Over 10k,,,
 comp 18,5650,1897,626,2021-08-05 03:00:47.223576+00,5k-10k,,,
nomadpursuit,663,310,55,2021-08-05 04:00:58.984599+00,Under 1k,,,
 comp 2,743,697,20,2021-08-05 04:00:58.984599+00,Under 1k,,,
 comp 3,627,378,77,2021-08-05 04:00:58.984599+00,Under 1k,,,
 comp 10,11245,4017,353,2021-08-05 04:00:58.984599+00,Over 10k,,,
 comp 14,3040,864,80,2021-08-05 04:00:58.984599+00,1k-5k,,,
 comp 15,8735,6936,963,2021-08-05 04:00:58.984599+00,5k-10k,,,
 comp 17,12455,805,225,2021-08-05 04:00:58.984599+00,Over 10k,,,
 comp 18,5650,1897,626,2021-08-05 04:00:58.984599+00,5k-10k,,,
nomadpursuit,664,310,55,2021-08-05 05:00:57.949921+00,Under 1k,,,
 comp 2,743,697,20,2021-08-05 05:00:57.949921+00,Under 1k,,,
 comp 3,626,378,77,2021-08-05 05:00:57.949921+00,Under 1k,,,
 comp 10,11245,4017,353,2021-08-05 05:00:57.949921+00,Over 10k,,,
 comp 14,3040,864,80,2021-08-05 05:00:57.949921+00,1k-5k,,,
 comp 15,8735,6936,963,2021-08-05 05:00:57.949921+00,5k-10k,,,
 comp 17,12452,805,225,2021-08-05 05:00:57.949921+00,Over 10k,,,
 comp 18,5650,1897,626,2021-08-05 05:00:57.949921+00,5k-10k,,,
nomadpursuit,664,310,55,2021-08-05 06:00:49.771567+00,Under 1k,,,
 comp 2,741,697,20,2021-08-05 06:00:49.771567+00,Under 1k,,,
 comp 3,626,378,77,2021-08-05 06:00:49.771567+00,Under 1k,,,
 comp 10,11243,4017,353,2021-08-05 06:00:49.771567+00,Over 10k,,,
 comp 14,3040,864,80,2021-08-05 06:00:49.771567+00,1k-5k,,,
 comp 15,8735,6939,963,2021-08-05 06:00:49.771567+00,5k-10k,,,
 comp 17,12453,805,225,2021-08-05 06:00:49.771567+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 06:00:49.771567+00,5k-10k,,,
nomadpursuit,664,310,55,2021-08-05 07:00:48.905024+00,Under 1k,,,
 comp 2,742,641,20,2021-08-05 07:00:48.905024+00,Under 1k,,,
 comp 3,626,377,77,2021-08-05 07:00:48.905024+00,Under 1k,,,
 comp 10,11245,4017,353,2021-08-05 07:00:48.905024+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-05 07:00:48.905024+00,1k-5k,,,
 comp 15,8738,6939,963,2021-08-05 07:00:48.905024+00,5k-10k,,,
 comp 17,12455,805,225,2021-08-05 07:00:48.905024+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 07:00:48.905024+00,5k-10k,,,
nomadpursuit,665,310,55,2021-08-05 08:01:01.153361+00,Under 1k,,,
 comp 2,743,642,20,2021-08-05 08:01:01.153361+00,Under 1k,,,
 comp 3,625,377,77,2021-08-05 08:01:01.153361+00,Under 1k,,,
 comp 10,11248,4022,353,2021-08-05 08:01:01.153361+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-05 08:01:01.153361+00,1k-5k,,,
 comp 15,8735,6936,963,2021-08-05 08:01:01.153361+00,5k-10k,,,
 comp 17,12453,805,225,2021-08-05 08:01:01.153361+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 08:01:01.153361+00,5k-10k,,,
nomadpursuit,666,310,55,2021-08-05 09:00:50.648799+00,Under 1k,,,
 comp 2,742,643,20,2021-08-05 09:00:50.648799+00,Under 1k,,,
 comp 3,627,377,77,2021-08-05 09:00:50.648799+00,Under 1k,,,
 comp 10,11248,4030,353,2021-08-05 09:00:50.648799+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-05 09:00:50.648799+00,1k-5k,,,
 comp 15,8738,6939,963,2021-08-05 09:00:50.648799+00,5k-10k,,,
 comp 17,12453,805,225,2021-08-05 09:00:50.648799+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 09:00:50.648799+00,5k-10k,,,
nomadpursuit,666,310,55,2021-08-05 10:01:05.014269+00,Under 1k,,,
 comp 2,744,594,20,2021-08-05 10:01:05.014269+00,Under 1k,,,
 comp 3,627,377,77,2021-08-05 10:01:05.014269+00,Under 1k,,,
 comp 10,11251,4031,353,2021-08-05 10:01:05.014269+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-05 10:01:05.014269+00,1k-5k,,,
 comp 15,8739,6937,963,2021-08-05 10:01:05.014269+00,5k-10k,,,
 comp 17,12453,805,225,2021-08-05 10:01:05.014269+00,Over 10k,,,
 comp 18,5650,1897,626,2021-08-05 10:01:05.014269+00,5k-10k,,,
nomadpursuit,666,310,55,2021-08-05 11:00:50.305431+00,Under 1k,,,
 comp 2,744,594,20,2021-08-05 11:00:50.305431+00,Under 1k,,,
 comp 3,627,377,77,2021-08-05 11:00:50.305431+00,Under 1k,,,
 comp 10,11256,4031,353,2021-08-05 11:00:50.305431+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-05 11:00:50.305431+00,1k-5k,,,
 comp 15,8739,6940,963,2021-08-05 11:00:50.305431+00,5k-10k,,,
 comp 17,12453,805,225,2021-08-05 11:00:50.305431+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 11:00:50.305431+00,5k-10k,,,
nomadpursuit,667,314,55,2021-08-05 12:01:00.031313+00,Under 1k,,,
 comp 2,745,594,20,2021-08-05 12:01:00.031313+00,Under 1k,,,
 comp 3,628,377,77,2021-08-05 12:01:00.031313+00,Under 1k,,,
 comp 10,11256,4031,353,2021-08-05 12:01:00.031313+00,Over 10k,,,
 comp 14,3038,864,80,2021-08-05 12:01:00.031313+00,1k-5k,,,
 comp 15,8739,6937,963,2021-08-05 12:01:00.031313+00,5k-10k,,,
 comp 17,12454,805,225,2021-08-05 12:01:00.031313+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 12:01:00.031313+00,5k-10k,,,
nomadpursuit,667,314,55,2021-08-05 13:00:49.147536+00,Under 1k,,,
 comp 2,745,594,20,2021-08-05 13:00:49.147536+00,Under 1k,,,
 comp 3,628,377,77,2021-08-05 13:00:49.147536+00,Under 1k,,,
 comp 10,11256,4031,353,2021-08-05 13:00:49.147536+00,Over 10k,,,
 comp 14,3038,864,80,2021-08-05 13:00:49.147536+00,1k-5k,,,
 comp 15,8738,6937,963,2021-08-05 13:00:49.147536+00,5k-10k,,,
 comp 17,12454,804,226,2021-08-05 13:00:49.147536+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 13:00:49.147536+00,5k-10k,,,
nomadpursuit,669,315,55,2021-08-05 14:01:00.004363+00,Under 1k,,,
 comp 2,744,594,20,2021-08-05 14:01:00.004363+00,Under 1k,,,
 comp 3,628,377,77,2021-08-05 14:01:00.004363+00,Under 1k,,,
 comp 10,11257,4031,353,2021-08-05 14:01:00.004363+00,Over 10k,,,
 comp 14,3038,864,80,2021-08-05 14:01:00.004363+00,1k-5k,,,
 comp 15,8737,6940,963,2021-08-05 14:01:00.004363+00,5k-10k,,,
 comp 17,12453,804,227,2021-08-05 14:01:00.004363+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 14:01:00.004363+00,5k-10k,,,
nomadpursuit,669,315,55,2021-08-05 15:00:59.30322+00,Under 1k,,,
 comp 2,744,594,20,2021-08-05 15:00:59.30322+00,Under 1k,,,
 comp 3,628,377,78,2021-08-05 15:00:59.30322+00,Under 1k,,,
 comp 10,11255,4031,353,2021-08-05 15:00:59.30322+00,Over 10k,,,
 comp 14,3038,864,80,2021-08-05 15:00:59.30322+00,1k-5k,,,
 comp 15,8736,6940,963,2021-08-05 15:00:59.30322+00,5k-10k,,,
 comp 17,12451,804,227,2021-08-05 15:00:59.30322+00,Over 10k,,,
 comp 18,5648,1897,626,2021-08-05 15:00:59.30322+00,5k-10k,,,
nomadpursuit,669,315,55,2021-08-05 16:01:04.045579+00,Under 1k,,,
 comp 2,744,594,20,2021-08-05 16:01:04.045579+00,Under 1k,,,
 comp 3,629,377,78,2021-08-05 16:01:04.045579+00,Under 1k,,,
 comp 10,11251,4038,353,2021-08-05 16:01:04.045579+00,Over 10k,,,
 comp 14,3038,864,80,2021-08-05 16:01:04.045579+00,1k-5k,,,
 comp 15,8736,6938,963,2021-08-05 16:01:04.045579+00,5k-10k,,,
 comp 17,12450,804,227,2021-08-05 16:01:04.045579+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 16:01:04.045579+00,5k-10k,,,
nomadpursuit,669,315,55,2021-08-05 17:00:50.939057+00,Under 1k,,,
 comp 2,743,549,20,2021-08-05 17:00:50.939057+00,Under 1k,,,
 comp 3,629,377,78,2021-08-05 17:00:50.939057+00,Under 1k,,,
 comp 10,11250,4037,353,2021-08-05 17:00:50.939057+00,Over 10k,,,
 comp 14,3038,864,80,2021-08-05 17:00:50.939057+00,1k-5k,,,
 comp 15,8737,6940,963,2021-08-05 17:00:50.939057+00,5k-10k,,,
 comp 17,12451,804,227,2021-08-05 17:00:50.939057+00,Over 10k,,,
 comp 18,5649,1897,626,2021-08-05 17:00:50.939057+00,5k-10k,,,
nomadpursuit,669,315,55,2021-08-05 18:01:10.504547+00,Under 1k,,,
 comp 2,742,549,20,2021-08-05 18:01:10.504547+00,Under 1k,,,
 comp 3,629,377,78,2021-08-05 18:01:10.504547+00,Under 1k,,,
 comp 10,11250,4037,353,2021-08-05 18:01:10.504547+00,Over 10k,,,
 comp 14,3038,864,80,2021-08-05 18:01:10.504547+00,1k-5k,,,
 comp 15,8739,6940,963,2021-08-05 18:01:10.504547+00,5k-10k,,,
 comp 17,12451,804,227,2021-08-05 18:01:10.504547+00,Over 10k,,,
 comp 18,5650,1897,626,2021-08-05 18:01:10.504547+00,5k-10k,,,
nomadpursuit,668,315,55,2021-08-05 19:01:01.080377+00,Under 1k,,,
 comp 2,741,549,20,2021-08-05 19:01:01.080377+00,Under 1k,,,
 comp 3,629,377,78,2021-08-05 19:01:01.080377+00,Under 1k,,,
 comp 10,11250,4039,353,2021-08-05 19:01:01.080377+00,Over 10k,,,
 comp 14,3037,864,80,2021-08-05 19:01:01.080377+00,1k-5k,,,
 comp 15,8740,6938,963,2021-08-05 19:01:01.080377+00,5k-10k,,,
 comp 17,12453,806,227,2021-08-05 19:01:01.080377+00,Over 10k,,,
 comp 18,5652,1897,626,2021-08-05 19:01:01.080377+00,5k-10k,,,
nomadpursuit,669,316,55,2021-08-05 20:00:59.229862+00,Under 1k,,,
 comp 2,741,549,20,2021-08-05 20:00:59.229862+00,Under 1k,,,
 comp 3,629,377,78,2021-08-05 20:00:59.229862+00,Under 1k,,,
 comp 10,11251,4039,354,2021-08-05 20:00:59.229862+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-05 20:00:59.229862+00,1k-5k,,,
 comp 15,8740,6934,963,2021-08-05 20:00:59.229862+00,5k-10k,,,
 comp 17,12453,806,227,2021-08-05 20:00:59.229862+00,Over 10k,,,
 comp 18,5654,1897,626,2021-08-05 20:00:59.229862+00,5k-10k,,,
nomadpursuit,670,317,55,2021-08-05 21:00:52.802698+00,Under 1k,,,
 comp 2,743,612,20,2021-08-05 21:00:52.802698+00,Under 1k,,,
 comp 3,629,377,78,2021-08-05 21:00:52.802698+00,Under 1k,,,
 comp 10,11252,4039,354,2021-08-05 21:00:52.802698+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-05 21:00:52.802698+00,1k-5k,,,
 comp 15,8741,6933,963,2021-08-05 21:00:52.802698+00,5k-10k,,,
 comp 17,12454,806,227,2021-08-05 21:00:52.802698+00,Over 10k,,,
 comp 18,5655,1897,626,2021-08-05 21:00:52.802698+00,5k-10k,,,
nomadpursuit,670,317,55,2021-08-05 22:00:58.083019+00,Under 1k,,,
 comp 2,745,612,20,2021-08-05 22:00:58.083019+00,Under 1k,,,
 comp 3,629,377,78,2021-08-05 22:00:58.083019+00,Under 1k,,,
 comp 10,11251,4039,354,2021-08-05 22:00:58.083019+00,Over 10k,,,
 comp 14,3037,864,80,2021-08-05 22:00:58.083019+00,1k-5k,,,
 comp 15,8743,6934,963,2021-08-05 22:00:58.083019+00,5k-10k,,,
 comp 17,12455,806,227,2021-08-05 22:00:58.083019+00,Over 10k,,,
 comp 18,5656,1897,626,2021-08-05 22:00:58.083019+00,5k-10k,,,
nomadpursuit,670,317,55,2021-08-05 23:00:47.590183+00,Under 1k,,,
 comp 2,745,612,20,2021-08-05 23:00:47.590183+00,Under 1k,,,
 comp 3,629,377,78,2021-08-05 23:00:47.590183+00,Under 1k,,,
 comp 10,11253,4039,354,2021-08-05 23:00:47.590183+00,Over 10k,,,
 comp 14,3038,864,80,2021-08-05 23:00:47.590183+00,1k-5k,,,
 comp 15,8744,6937,963,2021-08-05 23:00:47.590183+00,5k-10k,,,
 comp 17,12456,806,227,2021-08-05 23:00:47.590183+00,Over 10k,,,
 comp 18,5655,1897,626,2021-08-05 23:00:47.590183+00,5k-10k,,,
nomadpursuit,672,317,55,2021-08-06 00:00:56.111265+00,Under 1k,,,
 comp 2,745,612,20,2021-08-06 00:00:56.111265+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 00:00:56.111265+00,Under 1k,,,
 comp 10,11252,4039,354,2021-08-06 00:00:56.111265+00,Over 10k,,,
 comp 14,3038,864,80,2021-08-06 00:00:56.111265+00,1k-5k,,,
 comp 15,8744,6937,963,2021-08-06 00:00:56.111265+00,5k-10k,,,
 comp 17,12459,806,227,2021-08-06 00:00:56.111265+00,Over 10k,,,
 comp 18,5654,1897,626,2021-08-06 00:00:56.111265+00,5k-10k,,,
nomadpursuit,672,317,55,2021-08-06 01:00:46.679614+00,Under 1k,,,
 comp 2,745,612,20,2021-08-06 01:00:46.679614+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 01:00:46.679614+00,Under 1k,,,
 comp 10,11252,4039,354,2021-08-06 01:00:46.679614+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 01:00:46.679614+00,1k-5k,,,
 comp 15,8744,6937,963,2021-08-06 01:00:46.679614+00,5k-10k,,,
 comp 17,12459,806,227,2021-08-06 01:00:46.679614+00,Over 10k,,,
 comp 18,5654,1897,626,2021-08-06 01:00:46.679614+00,5k-10k,,,
nomadpursuit,673,317,56,2021-08-06 02:01:04.704502+00,Under 1k,,,
 comp 2,745,613,20,2021-08-06 02:01:04.704502+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 02:01:04.704502+00,Under 1k,,,
 comp 10,11252,4039,354,2021-08-06 02:01:04.704502+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 02:01:04.704502+00,1k-5k,,,
 comp 15,8744,6937,963,2021-08-06 02:01:04.704502+00,5k-10k,,,
 comp 17,12458,806,227,2021-08-06 02:01:04.704502+00,Over 10k,,,
 comp 18,5654,1897,626,2021-08-06 02:01:04.704502+00,5k-10k,,,
nomadpursuit,675,317,56,2021-08-06 03:00:49.078292+00,Under 1k,,,
 comp 2,745,613,20,2021-08-06 03:00:49.078292+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 03:00:49.078292+00,Under 1k,,,
 comp 10,11252,4039,354,2021-08-06 03:00:49.078292+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 03:00:49.078292+00,1k-5k,,,
 comp 15,8744,6937,963,2021-08-06 03:00:49.078292+00,5k-10k,,,
 comp 17,12458,806,227,2021-08-06 03:00:49.078292+00,Over 10k,,,
 comp 18,5654,1898,626,2021-08-06 03:00:49.078292+00,5k-10k,,,
nomadpursuit,676,317,56,2021-08-06 04:00:47.23599+00,Under 1k,,,
 comp 2,745,613,20,2021-08-06 04:00:47.23599+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 04:00:47.23599+00,Under 1k,,,
 comp 10,11252,4039,354,2021-08-06 04:00:47.23599+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 04:00:47.23599+00,1k-5k,,,
 comp 15,8744,6937,963,2021-08-06 04:00:47.23599+00,5k-10k,,,
 comp 17,12458,806,227,2021-08-06 04:00:47.23599+00,Over 10k,,,
 comp 18,5654,1898,626,2021-08-06 04:00:47.23599+00,5k-10k,,,
nomadpursuit,676,317,56,2021-08-06 05:00:47.30741+00,Under 1k,,,
 comp 2,744,614,20,2021-08-06 05:00:47.30741+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 05:00:47.30741+00,Under 1k,,,
 comp 10,11252,4039,354,2021-08-06 05:00:47.30741+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 05:00:47.30741+00,1k-5k,,,
 comp 15,8743,6937,963,2021-08-06 05:00:47.30741+00,5k-10k,,,
 comp 17,12457,806,227,2021-08-06 05:00:47.30741+00,Over 10k,,,
 comp 18,5655,1898,626,2021-08-06 05:00:47.30741+00,5k-10k,,,
nomadpursuit,677,317,56,2021-08-06 06:00:48.864171+00,Under 1k,,,
 comp 2,745,614,20,2021-08-06 06:00:48.864171+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 06:00:48.864171+00,Under 1k,,,
 comp 10,11251,4039,354,2021-08-06 06:00:48.864171+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 06:00:48.864171+00,1k-5k,,,
 comp 15,8742,6937,963,2021-08-06 06:00:48.864171+00,5k-10k,,,
 comp 17,12457,806,227,2021-08-06 06:00:48.864171+00,Over 10k,,,
 comp 18,5656,1898,626,2021-08-06 06:00:48.864171+00,5k-10k,,,
nomadpursuit,677,317,56,2021-08-06 07:00:48.997924+00,Under 1k,,,
 comp 2,747,614,20,2021-08-06 07:00:48.997924+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 07:00:48.997924+00,Under 1k,,,
 comp 10,11251,4039,354,2021-08-06 07:00:48.997924+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 07:00:48.997924+00,1k-5k,,,
 comp 15,8741,6937,963,2021-08-06 07:00:48.997924+00,5k-10k,,,
 comp 17,12456,806,227,2021-08-06 07:00:48.997924+00,Over 10k,,,
 comp 18,5656,1898,627,2021-08-06 07:00:48.997924+00,5k-10k,,,
nomadpursuit,676,317,56,2021-08-06 08:01:09.182414+00,Under 1k,,,
 comp 2,754,661,20,2021-08-06 08:01:09.182414+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 08:01:09.182414+00,Under 1k,,,
 comp 10,11251,4038,354,2021-08-06 08:01:09.182414+00,Over 10k,,,
 comp 14,3040,864,80,2021-08-06 08:01:09.182414+00,1k-5k,,,
 comp 15,8741,6937,963,2021-08-06 08:01:09.182414+00,5k-10k,,,
 comp 17,12455,806,227,2021-08-06 08:01:09.182414+00,Over 10k,,,
 comp 18,5656,1898,627,2021-08-06 08:01:09.182414+00,5k-10k,,,
nomadpursuit,676,317,56,2021-08-06 09:01:11.719633+00,Under 1k,,,
 comp 2,758,692,20,2021-08-06 09:01:11.719633+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 09:01:11.719633+00,Under 1k,,,
 comp 10,11252,4038,354,2021-08-06 09:01:11.719633+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 09:01:11.719633+00,1k-5k,,,
 comp 15,8741,6937,963,2021-08-06 09:01:11.719633+00,5k-10k,,,
 comp 17,12455,807,227,2021-08-06 09:01:11.719633+00,Over 10k,,,
 comp 18,5656,1898,627,2021-08-06 09:01:11.719633+00,5k-10k,,,
nomadpursuit,676,317,56,2021-08-06 10:00:55.498682+00,Under 1k,,,
 comp 2,758,693,20,2021-08-06 10:00:55.498682+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 10:00:55.498682+00,Under 1k,,,
 comp 10,11252,4038,354,2021-08-06 10:00:55.498682+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 10:00:55.498682+00,1k-5k,,,
 comp 15,8735,6937,963,2021-08-06 10:00:55.498682+00,5k-10k,,,
 comp 17,12456,808,227,2021-08-06 10:00:55.498682+00,Over 10k,,,
 comp 18,5654,1898,627,2021-08-06 10:00:55.498682+00,5k-10k,,,
nomadpursuit,674,317,56,2021-08-06 11:01:04.765902+00,Under 1k,,,
 comp 2,757,694,20,2021-08-06 11:01:04.765902+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 11:01:04.765902+00,Under 1k,,,
 comp 10,11253,4038,354,2021-08-06 11:01:04.765902+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 11:01:04.765902+00,1k-5k,,,
 comp 15,8736,6937,963,2021-08-06 11:01:04.765902+00,5k-10k,,,
 comp 17,12457,808,227,2021-08-06 11:01:04.765902+00,Over 10k,,,
 comp 18,5655,1898,627,2021-08-06 11:01:04.765902+00,5k-10k,,,
nomadpursuit,673,318,56,2021-08-06 12:01:20.223448+00,Under 1k,,,
 comp 2,759,695,20,2021-08-06 12:01:20.223448+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 12:01:20.223448+00,Under 1k,,,
 comp 10,11253,4038,354,2021-08-06 12:01:20.223448+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 12:01:20.223448+00,1k-5k,,,
 comp 15,8736,6937,963,2021-08-06 12:01:20.223448+00,5k-10k,,,
 comp 17,12456,808,227,2021-08-06 12:01:20.223448+00,Over 10k,,,
 comp 18,5654,1898,627,2021-08-06 12:01:20.223448+00,5k-10k,,,
nomadpursuit,673,318,56,2021-08-06 13:00:52.527468+00,Under 1k,,,
 comp 2,761,697,20,2021-08-06 13:00:52.527468+00,Under 1k,,,
 comp 3,629,377,78,2021-08-06 13:00:52.527468+00,Under 1k,,,
 comp 10,11253,4038,354,2021-08-06 13:00:52.527468+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 13:00:52.527468+00,1k-5k,,,
 comp 15,8736,6937,963,2021-08-06 13:00:52.527468+00,5k-10k,,,
 comp 17,12457,808,227,2021-08-06 13:00:52.527468+00,Over 10k,,,
 comp 18,5654,1898,627,2021-08-06 13:00:52.527468+00,5k-10k,,,
nomadpursuit,673,318,56,2021-08-06 14:01:11.746033+00,Under 1k,,,
 comp 2,763,697,20,2021-08-06 14:01:11.746033+00,Under 1k,,,
 comp 3,628,377,78,2021-08-06 14:01:11.746033+00,Under 1k,,,
 comp 10,11253,4038,354,2021-08-06 14:01:11.746033+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 14:01:11.746033+00,1k-5k,,,
 comp 15,8736,6937,963,2021-08-06 14:01:11.746033+00,5k-10k,,,
 comp 17,12455,808,227,2021-08-06 14:01:11.746033+00,Over 10k,,,
 comp 18,5655,1898,627,2021-08-06 14:01:11.746033+00,5k-10k,,,
nomadpursuit,672,318,56,2021-08-06 15:00:57.011677+00,Under 1k,,,
 comp 2,763,697,20,2021-08-06 15:00:57.011677+00,Under 1k,,,
 comp 3,628,377,78,2021-08-06 15:00:57.011677+00,Under 1k,,,
 comp 10,11254,4038,354,2021-08-06 15:00:57.011677+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 15:00:57.011677+00,1k-5k,,,
 comp 15,8738,6942,963,2021-08-06 15:00:57.011677+00,5k-10k,,,
 comp 17,12454,808,227,2021-08-06 15:00:57.011677+00,Over 10k,,,
 comp 18,5656,1898,627,2021-08-06 15:00:57.011677+00,5k-10k,,,
nomadpursuit,672,318,56,2021-08-06 16:00:52.02078+00,Under 1k,,,
 comp 2,764,697,20,2021-08-06 16:00:52.02078+00,Under 1k,,,
 comp 3,628,377,78,2021-08-06 16:00:52.02078+00,Under 1k,,,
 comp 10,11255,4038,354,2021-08-06 16:00:52.02078+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 16:00:52.02078+00,1k-5k,,,
 comp 15,8738,6942,963,2021-08-06 16:00:52.02078+00,5k-10k,,,
 comp 17,12455,808,227,2021-08-06 16:00:52.02078+00,Over 10k,,,
 comp 18,5656,1898,627,2021-08-06 16:00:52.02078+00,5k-10k,,,
nomadpursuit,672,318,56,2021-08-06 17:00:54.650997+00,Under 1k,,,
 comp 2,763,697,20,2021-08-06 17:00:54.650997+00,Under 1k,,,
 comp 3,628,377,78,2021-08-06 17:00:54.650997+00,Under 1k,,,
 comp 10,11254,4038,355,2021-08-06 17:00:54.650997+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 17:00:54.650997+00,1k-5k,,,
 comp 15,8739,6944,963,2021-08-06 17:00:54.650997+00,5k-10k,,,
 comp 17,12455,808,227,2021-08-06 17:00:54.650997+00,Over 10k,,,
 comp 18,5659,1898,627,2021-08-06 17:00:54.650997+00,5k-10k,,,
nomadpursuit,672,318,56,2021-08-06 18:00:54.6245+00,Under 1k,,,
 comp 2,764,697,20,2021-08-06 18:00:54.6245+00,Under 1k,,,
 comp 3,628,377,78,2021-08-06 18:00:54.6245+00,Under 1k,,,
 comp 10,11254,4038,355,2021-08-06 18:00:54.6245+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 18:00:54.6245+00,1k-5k,,,
 comp 15,8739,6945,963,2021-08-06 18:00:54.6245+00,5k-10k,,,
 comp 17,12455,808,227,2021-08-06 18:00:54.6245+00,Over 10k,,,
 comp 18,5658,1898,627,2021-08-06 18:00:54.6245+00,5k-10k,,,
nomadpursuit,672,320,56,2021-08-06 19:00:56.236532+00,Under 1k,,,
 comp 2,765,697,20,2021-08-06 19:00:56.236532+00,Under 1k,,,
 comp 3,628,377,78,2021-08-06 19:00:56.236532+00,Under 1k,,,
 comp 10,11253,4038,355,2021-08-06 19:00:56.236532+00,Over 10k,,,
 comp 14,3039,864,80,2021-08-06 19:00:56.236532+00,1k-5k,,,
 comp 15,8740,6945,963,2021-08-06 19:00:56.236532+00,5k-10k,,,
