user_account,followers_count,follows_count,media_count,created_date,followers_count_group,,,
 comp 3,842,431,93,2021-09-13 03:00:39.475692+00,Under 1k,,,
 comp 10,11402,4217,373,2021-09-13 03:00:39.475692+00,Over 10k,,,
 comp 14,3305,833,91,2021-09-13 03:00:39.475692+00,1k-5k,,,
 comp 15,9007,6840,971,2021-09-13 03:00:39.475692+00,5k-10k,,,
 comp 17,14450,848,248,2021-09-13 03:00:39.475692+00,Over 10k,,,
 comp 18,5988,1777,653,2021-09-13 03:00:39.475692+00,5k-10k,,,
nomadpursuit,913,396,67,2021-09-13 04:00:39.293607+00,Under 1k,,,
 comp 2,964,745,24,2021-09-13 04:00:39.293607+00,Under 1k,,,
 comp 3,842,431,93,2021-09-13 04:00:39.293607+00,Under 1k,,,
 comp 10,11402,4217,373,2021-09-13 04:00:39.293607+00,Over 10k,,,
 comp 14,3305,833,91,2021-09-13 04:00:39.293607+00,1k-5k,,,
 comp 15,9007,6840,971,2021-09-13 04:00:39.293607+00,5k-10k,,,
 comp 17,14448,848,248,2021-09-13 04:00:39.293607+00,Over 10k,,,
 comp 18,5988,1777,653,2021-09-13 04:00:39.293607+00,5k-10k,,,
nomadpursuit,913,396,67,2021-09-13 05:00:37.573233+00,Under 1k,,,
 comp 2,964,745,24,2021-09-13 05:00:37.573233+00,Under 1k,,,
 comp 3,842,431,93,2021-09-13 05:00:37.573233+00,Under 1k,,,
 comp 10,11402,4217,373,2021-09-13 05:00:37.573233+00,Over 10k,,,
 comp 14,3305,833,91,2021-09-13 05:00:37.573233+00,1k-5k,,,
 comp 15,9006,6841,971,2021-09-13 05:00:37.573233+00,5k-10k,,,
 comp 17,14450,848,248,2021-09-13 05:00:37.573233+00,Over 10k,,,
 comp 18,5987,1777,653,2021-09-13 05:00:37.573233+00,5k-10k,,,
nomadpursuit,913,396,67,2021-09-13 06:00:38.408033+00,Under 1k,,,
 comp 2,965,793,24,2021-09-13 06:00:38.408033+00,Under 1k,,,
 comp 3,842,431,93,2021-09-13 06:00:38.408033+00,Under 1k,,,
 comp 10,11402,4217,373,2021-09-13 06:00:38.408033+00,Over 10k,,,
 comp 14,3306,833,91,2021-09-13 06:00:38.408033+00,1k-5k,,,
 comp 15,9005,6838,971,2021-09-13 06:00:38.408033+00,5k-10k,,,
 comp 17,14461,848,248,2021-09-13 06:00:38.408033+00,Over 10k,,,
 comp 18,5989,1777,653,2021-09-13 06:00:38.408033+00,5k-10k,,,
nomadpursuit,915,396,67,2021-09-13 07:00:38.848002+00,Under 1k,,,
 comp 2,964,795,24,2021-09-13 07:00:38.848002+00,Under 1k,,,
 comp 3,842,431,93,2021-09-13 07:00:38.848002+00,Under 1k,,,
 comp 10,11402,4217,373,2021-09-13 07:00:38.848002+00,Over 10k,,,
 comp 14,3305,833,91,2021-09-13 07:00:38.848002+00,1k-5k,,,
 comp 15,9005,6841,971,2021-09-13 07:00:38.848002+00,5k-10k,,,
 comp 17,14465,848,248,2021-09-13 07:00:38.848002+00,Over 10k,,,
 comp 18,5989,1778,653,2021-09-13 07:00:38.848002+00,5k-10k,,,
nomadpursuit,915,396,67,2021-09-13 08:00:39.404581+00,Under 1k,,,
 comp 2,965,797,24,2021-09-13 08:00:39.404581+00,Under 1k,,,
 comp 3,842,431,93,2021-09-13 08:00:39.404581+00,Under 1k,,,
 comp 10,11403,4217,373,2021-09-13 08:00:39.404581+00,Over 10k,,,
 comp 14,3306,833,91,2021-09-13 08:00:39.404581+00,1k-5k,,,
 comp 15,9006,6841,971,2021-09-13 08:00:39.404581+00,5k-10k,,,
 comp 17,14470,848,248,2021-09-13 08:00:39.404581+00,Over 10k,,,
 comp 18,5989,1778,654,2021-09-13 08:00:39.404581+00,5k-10k,,,
nomadpursuit,916,396,67,2021-09-13 09:00:50.585323+00,Under 1k,,,
 comp 2,969,798,24,2021-09-13 09:00:50.585323+00,Under 1k,,,
 comp 3,843,431,93,2021-09-13 09:00:50.585323+00,Under 1k,,,
 comp 10,11402,4219,373,2021-09-13 09:00:50.585323+00,Over 10k,,,
 comp 14,3307,833,91,2021-09-13 09:00:50.585323+00,1k-5k,,,
 comp 15,9007,6838,971,2021-09-13 09:00:50.585323+00,5k-10k,,,
 comp 17,14479,848,248,2021-09-13 09:00:50.585323+00,Over 10k,,,
 comp 18,5989,1777,654,2021-09-13 09:00:50.585323+00,5k-10k,,,
nomadpursuit,916,396,67,2021-09-13 10:00:37.895526+00,Under 1k,,,
 comp 2,966,799,24,2021-09-13 10:00:37.895526+00,Under 1k,,,
 comp 3,843,431,93,2021-09-13 10:00:37.895526+00,Under 1k,,,
 comp 10,11403,4219,373,2021-09-13 10:00:37.895526+00,Over 10k,,,
 comp 14,3306,834,91,2021-09-13 10:00:37.895526+00,1k-5k,,,
 comp 15,9008,6841,971,2021-09-13 10:00:37.895526+00,5k-10k,,,
 comp 17,14486,842,248,2021-09-13 10:00:37.895526+00,Over 10k,,,
 comp 18,5989,1777,654,2021-09-13 10:00:37.895526+00,5k-10k,,,
nomadpursuit,915,396,67,2021-09-13 11:00:39.097469+00,Under 1k,,,
 comp 2,967,799,24,2021-09-13 11:00:39.097469+00,Under 1k,,,
 comp 3,843,431,93,2021-09-13 11:00:39.097469+00,Under 1k,,,
 comp 10,11401,4219,373,2021-09-13 11:00:39.097469+00,Over 10k,,,
 comp 14,3307,834,91,2021-09-13 11:00:39.097469+00,1k-5k,,,
 comp 15,9007,6841,971,2021-09-13 11:00:39.097469+00,5k-10k,,,
 comp 17,14493,828,248,2021-09-13 11:00:39.097469+00,Over 10k,,,
 comp 18,5991,1777,654,2021-09-13 11:00:39.097469+00,5k-10k,,,
nomadpursuit,916,397,67,2021-09-13 12:00:39.214734+00,Under 1k,,,
 comp 2,967,799,24,2021-09-13 12:00:39.214734+00,Under 1k,,,
 comp 3,842,431,93,2021-09-13 12:00:39.214734+00,Under 1k,,,
 comp 10,11401,4217,373,2021-09-13 12:00:39.214734+00,Over 10k,,,
 comp 14,3308,834,88,2021-09-13 12:00:39.214734+00,1k-5k,,,
 comp 15,9007,6838,971,2021-09-13 12:00:39.214734+00,5k-10k,,,
 comp 17,14491,828,248,2021-09-13 12:00:39.214734+00,Over 10k,,,
 comp 18,5992,1777,654,2021-09-13 12:00:39.214734+00,5k-10k,,,
nomadpursuit,916,397,67,2021-09-13 13:00:36.572576+00,Under 1k,,,
 comp 2,966,800,24,2021-09-13 13:00:36.572576+00,Under 1k,,,
 comp 3,842,431,93,2021-09-13 13:00:36.572576+00,Under 1k,,,
 comp 10,11402,4216,373,2021-09-13 13:00:36.572576+00,Over 10k,,,
 comp 14,3308,834,87,2021-09-13 13:00:36.572576+00,1k-5k,,,
 comp 15,9007,6841,971,2021-09-13 13:00:36.572576+00,5k-10k,,,
 comp 17,14490,828,248,2021-09-13 13:00:36.572576+00,Over 10k,,,
 comp 18,5992,1777,654,2021-09-13 13:00:36.572576+00,5k-10k,,,
nomadpursuit,919,399,67,2021-09-13 14:00:40.770438+00,Under 1k,,,
 comp 2,968,800,24,2021-09-13 14:00:40.770438+00,Under 1k,,,
 comp 3,843,431,93,2021-09-13 14:00:40.770438+00,Under 1k,,,
 comp 10,11402,4216,373,2021-09-13 14:00:40.770438+00,Over 10k,,,
 comp 14,3308,834,87,2021-09-13 14:00:40.770438+00,1k-5k,,,
 comp 15,9007,6841,971,2021-09-13 14:00:40.770438+00,5k-10k,,,
 comp 17,14502,828,248,2021-09-13 14:00:40.770438+00,Over 10k,,,
 comp 18,5990,1777,654,2021-09-13 14:00:40.770438+00,5k-10k,,,
nomadpursuit,921,400,67,2021-09-13 15:00:51.896456+00,Under 1k,,,
 comp 2,969,863,24,2021-09-13 15:00:51.896456+00,Under 1k,,,
 comp 3,843,431,93,2021-09-13 15:00:51.896456+00,Under 1k,,,
 comp 10,11402,4217,373,2021-09-13 15:00:51.896456+00,Over 10k,,,
 comp 14,3308,834,87,2021-09-13 15:00:51.896456+00,1k-5k,,,
 comp 15,9007,6839,971,2021-09-13 15:00:51.896456+00,5k-10k,,,
 comp 17,14509,828,248,2021-09-13 15:00:51.896456+00,Over 10k,,,
 comp 18,5990,1777,654,2021-09-13 15:00:51.896456+00,5k-10k,,,
nomadpursuit,921,400,67,2021-09-13 16:00:41.578051+00,Under 1k,,,
 comp 2,970,864,24,2021-09-13 16:00:41.578051+00,Under 1k,,,
 comp 3,845,431,93,2021-09-13 16:00:41.578051+00,Under 1k,,,
 comp 10,11403,4217,373,2021-09-13 16:00:41.578051+00,Over 10k,,,
 comp 14,3307,834,87,2021-09-13 16:00:41.578051+00,1k-5k,,,
 comp 15,9005,6842,971,2021-09-13 16:00:41.578051+00,5k-10k,,,
 comp 17,14509,828,248,2021-09-13 16:00:41.578051+00,Over 10k,,,
 comp 18,5989,1777,654,2021-09-13 16:00:41.578051+00,5k-10k,,,
nomadpursuit,922,400,67,2021-09-13 17:00:39.450736+00,Under 1k,,,
 comp 2,973,865,24,2021-09-13 17:00:39.450736+00,Under 1k,,,
 comp 3,845,431,93,2021-09-13 17:00:39.450736+00,Under 1k,,,
 comp 10,11403,4217,373,2021-09-13 17:00:39.450736+00,Over 10k,,,
 comp 14,3305,834,88,2021-09-13 17:00:39.450736+00,1k-5k,,,
 comp 15,9005,6842,971,2021-09-13 17:00:39.450736+00,5k-10k,,,
 comp 17,14516,828,249,2021-09-13 17:00:39.450736+00,Over 10k,,,
 comp 18,5989,1777,654,2021-09-13 17:00:39.450736+00,5k-10k,,,
nomadpursuit,921,400,67,2021-09-13 18:00:45.05365+00,Under 1k,,,
 comp 2,975,865,24,2021-09-13 18:00:45.05365+00,Under 1k,,,
 comp 3,845,431,93,2021-09-13 18:00:45.05365+00,Under 1k,,,
 comp 10,11405,4229,373,2021-09-13 18:00:45.05365+00,Over 10k,,,
 comp 14,3307,835,88,2021-09-13 18:00:45.05365+00,1k-5k,,,
 comp 15,9005,6839,971,2021-09-13 18:00:45.05365+00,5k-10k,,,
 comp 17,14516,828,249,2021-09-13 18:00:45.05365+00,Over 10k,,,
 comp 18,5989,1777,654,2021-09-13 18:00:45.05365+00,5k-10k,,,
nomadpursuit,923,400,67,2021-09-13 19:00:37.780686+00,Under 1k,,,
 comp 2,976,866,24,2021-09-13 19:00:37.780686+00,Under 1k,,,
 comp 3,845,431,93,2021-09-13 19:00:37.780686+00,Under 1k,,,
 comp 10,11406,4233,373,2021-09-13 19:00:37.780686+00,Over 10k,,,
 comp 14,3309,835,88,2021-09-13 19:00:37.780686+00,1k-5k,,,
 comp 15,9006,6842,971,2021-09-13 19:00:37.780686+00,5k-10k,,,
 comp 17,14519,828,249,2021-09-13 19:00:37.780686+00,Over 10k,,,
 comp 18,5989,1777,654,2021-09-13 19:00:37.780686+00,5k-10k,,,
nomadpursuit,925,400,67,2021-09-13 20:00:42.955858+00,Under 1k,,,
 comp 2,976,867,24,2021-09-13 20:00:42.955858+00,Under 1k,,,
 comp 3,846,431,93,2021-09-13 20:00:42.955858+00,Under 1k,,,
 comp 10,11409,4233,374,2021-09-13 20:00:42.955858+00,Over 10k,,,
 comp 14,3308,835,88,2021-09-13 20:00:42.955858+00,1k-5k,,,
 comp 15,9005,6839,971,2021-09-13 20:00:42.955858+00,5k-10k,,,
 comp 17,14530,828,249,2021-09-13 20:00:42.955858+00,Over 10k,,,
 comp 18,5989,1777,654,2021-09-13 20:00:42.955858+00,5k-10k,,,
nomadpursuit,925,400,67,2021-09-13 21:00:40.423961+00,Under 1k,,,
 comp 2,976,869,24,2021-09-13 21:00:40.423961+00,Under 1k,,,
 comp 3,846,431,93,2021-09-13 21:00:40.423961+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-13 21:00:40.423961+00,Over 10k,,,
 comp 14,3307,835,88,2021-09-13 21:00:40.423961+00,1k-5k,,,
 comp 15,9004,6839,971,2021-09-13 21:00:40.423961+00,5k-10k,,,
 comp 17,14545,827,249,2021-09-13 21:00:40.423961+00,Over 10k,,,
 comp 18,5990,1778,654,2021-09-13 21:00:40.423961+00,5k-10k,,,
nomadpursuit,923,400,67,2021-09-13 22:00:37.955226+00,Under 1k,,,
 comp 2,976,869,24,2021-09-13 22:00:37.955226+00,Under 1k,,,
 comp 3,846,431,93,2021-09-13 22:00:37.955226+00,Under 1k,,,
 comp 10,11409,4233,374,2021-09-13 22:00:37.955226+00,Over 10k,,,
 comp 14,3310,835,88,2021-09-13 22:00:37.955226+00,1k-5k,,,
 comp 15,9004,6839,971,2021-09-13 22:00:37.955226+00,5k-10k,,,
 comp 17,14551,828,249,2021-09-13 22:00:37.955226+00,Over 10k,,,
 comp 18,5991,1778,654,2021-09-13 22:00:37.955226+00,5k-10k,,,
nomadpursuit,923,400,67,2021-09-13 23:00:36.155678+00,Under 1k,,,
 comp 2,977,869,24,2021-09-13 23:00:36.155678+00,Under 1k,,,
 comp 3,844,431,93,2021-09-13 23:00:36.155678+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-13 23:00:36.155678+00,Over 10k,,,
 comp 14,3312,835,88,2021-09-13 23:00:36.155678+00,1k-5k,,,
 comp 15,8999,6840,971,2021-09-13 23:00:36.155678+00,5k-10k,,,
 comp 17,14556,828,249,2021-09-13 23:00:36.155678+00,Over 10k,,,
 comp 18,5991,1778,654,2021-09-13 23:00:36.155678+00,5k-10k,,,
nomadpursuit,923,400,67,2021-09-14 00:00:37.250474+00,Under 1k,,,
 comp 2,977,869,24,2021-09-14 00:00:37.250474+00,Under 1k,,,
 comp 3,843,431,93,2021-09-14 00:00:37.250474+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-14 00:00:37.250474+00,Over 10k,,,
 comp 14,3313,835,88,2021-09-14 00:00:37.250474+00,1k-5k,,,
 comp 15,9001,6840,971,2021-09-14 00:00:37.250474+00,5k-10k,,,
 comp 17,14559,828,249,2021-09-14 00:00:37.250474+00,Over 10k,,,
 comp 18,5991,1778,654,2021-09-14 00:00:37.250474+00,5k-10k,,,
nomadpursuit,923,400,67,2021-09-14 01:00:37.915764+00,Under 1k,,,
 comp 2,977,869,24,2021-09-14 01:00:37.915764+00,Under 1k,,,
 comp 3,843,431,93,2021-09-14 01:00:37.915764+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-14 01:00:37.915764+00,Over 10k,,,
 comp 14,3313,835,88,2021-09-14 01:00:37.915764+00,1k-5k,,,
 comp 15,9002,6840,971,2021-09-14 01:00:37.915764+00,5k-10k,,,
 comp 17,14563,828,249,2021-09-14 01:00:37.915764+00,Over 10k,,,
 comp 18,5992,1778,654,2021-09-14 01:00:37.915764+00,5k-10k,,,
nomadpursuit,924,400,67,2021-09-14 02:00:39.993274+00,Under 1k,,,
 comp 2,977,869,24,2021-09-14 02:00:39.993274+00,Under 1k,,,
 comp 3,845,431,93,2021-09-14 02:00:39.993274+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-14 02:00:39.993274+00,Over 10k,,,
 comp 14,3313,835,88,2021-09-14 02:00:39.993274+00,1k-5k,,,
 comp 15,9008,6840,971,2021-09-14 02:00:39.993274+00,5k-10k,,,
 comp 17,14570,828,249,2021-09-14 02:00:39.993274+00,Over 10k,,,
 comp 18,5992,1778,654,2021-09-14 02:00:39.993274+00,5k-10k,,,
nomadpursuit,924,400,67,2021-09-14 03:00:37.377925+00,Under 1k,,,
 comp 2,977,869,24,2021-09-14 03:00:37.377925+00,Under 1k,,,
 comp 3,845,431,93,2021-09-14 03:00:37.377925+00,Under 1k,,,
 comp 10,11409,4233,374,2021-09-14 03:00:37.377925+00,Over 10k,,,
 comp 14,3313,835,88,2021-09-14 03:00:37.377925+00,1k-5k,,,
 comp 15,9007,6840,971,2021-09-14 03:00:37.377925+00,5k-10k,,,
 comp 17,14571,828,249,2021-09-14 03:00:37.377925+00,Over 10k,,,
 comp 18,5992,1778,654,2021-09-14 03:00:37.377925+00,5k-10k,,,
nomadpursuit,924,400,67,2021-09-14 04:00:37.500712+00,Under 1k,,,
 comp 2,977,869,24,2021-09-14 04:00:37.500712+00,Under 1k,,,
 comp 3,845,431,93,2021-09-14 04:00:37.500712+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-14 04:00:37.500712+00,Over 10k,,,
 comp 14,3314,835,88,2021-09-14 04:00:37.500712+00,1k-5k,,,
 comp 15,9007,6840,971,2021-09-14 04:00:37.500712+00,5k-10k,,,
 comp 17,14575,828,249,2021-09-14 04:00:37.500712+00,Over 10k,,,
 comp 18,5992,1778,654,2021-09-14 04:00:37.500712+00,5k-10k,,,
nomadpursuit,924,400,67,2021-09-14 05:00:38.381176+00,Under 1k,,,
 comp 2,978,876,24,2021-09-14 05:00:38.381176+00,Under 1k,,,
 comp 3,845,431,93,2021-09-14 05:00:38.381176+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-14 05:00:38.381176+00,Over 10k,,,
 comp 14,3314,835,88,2021-09-14 05:00:38.381176+00,1k-5k,,,
 comp 15,9007,6822,971,2021-09-14 05:00:38.381176+00,5k-10k,,,
 comp 17,14578,828,249,2021-09-14 05:00:38.381176+00,Over 10k,,,
 comp 18,5992,1778,654,2021-09-14 05:00:38.381176+00,5k-10k,,,
nomadpursuit,923,400,67,2021-09-14 06:00:37.943787+00,Under 1k,,,
 comp 2,984,876,24,2021-09-14 06:00:37.943787+00,Under 1k,,,
 comp 3,844,431,93,2021-09-14 06:00:37.943787+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-14 06:00:37.943787+00,Over 10k,,,
 comp 14,3313,835,88,2021-09-14 06:00:37.943787+00,1k-5k,,,
 comp 15,9001,6821,971,2021-09-14 06:00:37.943787+00,5k-10k,,,
 comp 17,14575,827,249,2021-09-14 06:00:37.943787+00,Over 10k,,,
 comp 18,5991,1778,654,2021-09-14 06:00:37.943787+00,5k-10k,,,
nomadpursuit,926,400,67,2021-09-14 07:00:39.234322+00,Under 1k,,,
 comp 2,986,877,24,2021-09-14 07:00:39.234322+00,Under 1k,,,
 comp 3,844,431,93,2021-09-14 07:00:39.234322+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-14 07:00:39.234322+00,Over 10k,,,
 comp 14,3313,835,88,2021-09-14 07:00:39.234322+00,1k-5k,,,
 comp 15,9007,6821,971,2021-09-14 07:00:39.234322+00,5k-10k,,,
 comp 17,14585,827,249,2021-09-14 07:00:39.234322+00,Over 10k,,,
 comp 18,5991,1778,654,2021-09-14 07:00:39.234322+00,5k-10k,,,
nomadpursuit,926,400,67,2021-09-14 08:00:36.809726+00,Under 1k,,,
 comp 2,984,877,24,2021-09-14 08:00:36.809726+00,Under 1k,,,
 comp 3,844,431,93,2021-09-14 08:00:36.809726+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-14 08:00:36.809726+00,Over 10k,,,
 comp 14,3316,835,88,2021-09-14 08:00:36.809726+00,1k-5k,,,
 comp 15,9007,6821,971,2021-09-14 08:00:36.809726+00,5k-10k,,,
 comp 17,14587,827,249,2021-09-14 08:00:36.809726+00,Over 10k,,,
 comp 18,5990,1778,654,2021-09-14 08:00:36.809726+00,5k-10k,,,
nomadpursuit,924,400,67,2021-09-14 09:00:35.87892+00,Under 1k,,,
 comp 2,985,878,24,2021-09-14 09:00:35.87892+00,Under 1k,,,
 comp 3,845,431,93,2021-09-14 09:00:35.87892+00,Under 1k,,,
 comp 10,11408,4233,374,2021-09-14 09:00:35.87892+00,Over 10k,,,
 comp 14,3318,835,88,2021-09-14 09:00:35.87892+00,1k-5k,,,
 comp 15,9001,6821,971,2021-09-14 09:00:35.87892+00,5k-10k,,,
 comp 17,14593,827,249,2021-09-14 09:00:35.87892+00,Over 10k,,,
 comp 18,5990,1778,654,2021-09-14 09:00:35.87892+00,5k-10k,,,
nomadpursuit,924,400,67,2021-09-14 10:00:37.502228+00,Under 1k,,,
 comp 2,984,928,24,2021-09-14 10:00:37.502228+00,Under 1k,,,
 comp 3,847,431,93,2021-09-14 10:00:37.502228+00,Under 1k,,,
 comp 10,11406,4232,374,2021-09-14 10:00:37.502228+00,Over 10k,,,
 comp 14,3319,835,88,2021-09-14 10:00:37.502228+00,1k-5k,,,
 comp 15,9007,6821,971,2021-09-14 10:00:37.502228+00,5k-10k,,,
 comp 17,14606,828,249,2021-09-14 10:00:37.502228+00,Over 10k,,,
 comp 18,5990,1778,654,2021-09-14 10:00:37.502228+00,5k-10k,,,
nomadpursuit,927,400,67,2021-09-14 11:00:47.338595+00,Under 1k,,,
 comp 2,988,931,24,2021-09-14 11:00:47.338595+00,Under 1k,,,
 comp 3,846,431,93,2021-09-14 11:00:47.338595+00,Under 1k,,,
 comp 10,11407,4222,374,2021-09-14 11:00:47.338595+00,Over 10k,,,
 comp 14,3318,835,88,2021-09-14 11:00:47.338595+00,1k-5k,,,
 comp 15,9001,6821,971,2021-09-14 11:00:47.338595+00,5k-10k,,,
 comp 17,14607,827,250,2021-09-14 11:00:47.338595+00,Over 10k,,,
 comp 18,5990,1778,654,2021-09-14 11:00:47.338595+00,5k-10k,,,
nomadpursuit,926,400,67,2021-09-14 12:00:36.715007+00,Under 1k,,,
 comp 2,988,931,24,2021-09-14 12:00:36.715007+00,Under 1k,,,
 comp 3,845,431,93,2021-09-14 12:00:36.715007+00,Under 1k,,,
 comp 10,11407,4222,374,2021-09-14 12:00:36.715007+00,Over 10k,,,
 comp 14,3319,835,88,2021-09-14 12:00:36.715007+00,1k-5k,,,
 comp 15,9006,6821,971,2021-09-14 12:00:36.715007+00,5k-10k,,,
 comp 17,14614,827,250,2021-09-14 12:00:36.715007+00,Over 10k,,,
 comp 18,5992,1778,654,2021-09-14 12:00:36.715007+00,5k-10k,,,
nomadpursuit,926,401,67,2021-09-14 13:00:38.544746+00,Under 1k,,,
 comp 2,994,932,24,2021-09-14 13:00:38.544746+00,Under 1k,,,
 comp 3,845,431,93,2021-09-14 13:00:38.544746+00,Under 1k,,,
 comp 10,11408,4222,374,2021-09-14 13:00:38.544746+00,Over 10k,,,
 comp 14,3319,835,88,2021-09-14 13:00:38.544746+00,1k-5k,,,
 comp 15,8999,6821,971,2021-09-14 13:00:38.544746+00,5k-10k,,,
 comp 17,14621,828,250,2021-09-14 13:00:38.544746+00,Over 10k,,,
 comp 18,5991,1778,654,2021-09-14 13:00:38.544746+00,5k-10k,,,
nomadpursuit,926,401,67,2021-09-14 14:00:37.521553+00,Under 1k,,,
 comp 2,994,933,24,2021-09-14 14:00:37.521553+00,Under 1k,,,
 comp 3,845,431,93,2021-09-14 14:00:37.521553+00,Under 1k,,,
 comp 10,11407,4222,374,2021-09-14 14:00:37.521553+00,Over 10k,,,
 comp 14,3319,835,88,2021-09-14 14:00:37.521553+00,1k-5k,,,
 comp 15,8998,6821,971,2021-09-14 14:00:37.521553+00,5k-10k,,,
 comp 17,14631,828,250,2021-09-14 14:00:37.521553+00,Over 10k,,,
 comp 18,5991,1778,654,2021-09-14 14:00:37.521553+00,5k-10k,,,
nomadpursuit,926,401,67,2021-09-14 15:00:38.264802+00,Under 1k,,,
 comp 2,992,933,24,2021-09-14 15:00:38.264802+00,Under 1k,,,
 comp 3,840,429,93,2021-09-14 15:00:38.264802+00,Under 1k,,,
 comp 10,11407,4222,374,2021-09-14 15:00:38.264802+00,Over 10k,,,
 comp 14,3321,835,88,2021-09-14 15:00:38.264802+00,1k-5k,,,
 comp 15,8999,6821,971,2021-09-14 15:00:38.264802+00,5k-10k,,,
 comp 17,14638,829,251,2021-09-14 15:00:38.264802+00,Over 10k,,,
 comp 18,5990,1778,654,2021-09-14 15:00:38.264802+00,5k-10k,,,
nomadpursuit,926,401,67,2021-09-14 16:00:37.792366+00,Under 1k,,,
 comp 2,992,934,24,2021-09-14 16:00:37.792366+00,Under 1k,,,
 comp 3,840,429,93,2021-09-14 16:00:37.792366+00,Under 1k,,,
 comp 10,11409,4222,374,2021-09-14 16:00:37.792366+00,Over 10k,,,
 comp 14,3323,835,88,2021-09-14 16:00:37.792366+00,1k-5k,,,
 comp 15,8998,6821,971,2021-09-14 16:00:37.792366+00,5k-10k,,,
 comp 17,14642,829,251,2021-09-14 16:00:37.792366+00,Over 10k,,,
 comp 18,5991,1778,654,2021-09-14 16:00:37.792366+00,5k-10k,,,
nomadpursuit,926,401,67,2021-09-14 17:00:38.206569+00,Under 1k,,,
 comp 2,995,950,24,2021-09-14 17:00:38.206569+00,Under 1k,,,
 comp 3,845,431,93,2021-09-14 17:00:38.206569+00,Under 1k,,,
 comp 10,11409,4222,374,2021-09-14 17:00:38.206569+00,Over 10k,,,
 comp 14,3324,835,88,2021-09-14 17:00:38.206569+00,1k-5k,,,
 comp 15,8998,6821,971,2021-09-14 17:00:38.206569+00,5k-10k,,,
 comp 17,14646,829,251,2021-09-14 17:00:38.206569+00,Over 10k,,,
 comp 18,5993,1773,655,2021-09-14 17:00:38.206569+00,5k-10k,,,
nomadpursuit,926,401,67,2021-09-14 18:00:39.910736+00,Under 1k,,,
 comp 2,995,950,24,2021-09-14 18:00:39.910736+00,Under 1k,,,
 comp 3,846,431,93,2021-09-14 18:00:39.910736+00,Under 1k,,,
 comp 10,11409,4222,374,2021-09-14 18:00:39.910736+00,Over 10k,,,
 comp 14,3326,835,88,2021-09-14 18:00:39.910736+00,1k-5k,,,
 comp 15,9000,6818,971,2021-09-14 18:00:39.910736+00,5k-10k,,,
 comp 17,14646,829,251,2021-09-14 18:00:39.910736+00,Over 10k,,,
 comp 18,5995,1773,655,2021-09-14 18:00:39.910736+00,5k-10k,,,
nomadpursuit,927,400,67,2021-09-14 19:00:38.060308+00,Under 1k,,,
 comp 2,997,950,24,2021-09-14 19:00:38.060308+00,Under 1k,,,
 comp 3,846,429,93,2021-09-14 19:00:38.060308+00,Under 1k,,,
 comp 10,11409,4219,375,2021-09-14 19:00:38.060308+00,Over 10k,,,
 comp 14,3328,835,88,2021-09-14 19:00:38.060308+00,1k-5k,,,
 comp 15,9000,6819,971,2021-09-14 19:00:38.060308+00,5k-10k,,,
 comp 17,14655,829,251,2021-09-14 19:00:38.060308+00,Over 10k,,,
 comp 18,5996,1773,655,2021-09-14 19:00:38.060308+00,5k-10k,,,
nomadpursuit,927,400,67,2021-09-14 20:00:36.255289+00,Under 1k,,,
 comp 2,1001,952,24,2021-09-14 20:00:36.255289+00,1k-5k,,,
 comp 3,846,431,94,2021-09-14 20:00:36.255289+00,Under 1k,,,
 comp 10,11409,4222,375,2021-09-14 20:00:36.255289+00,Over 10k,,,
 comp 14,3328,835,88,2021-09-14 20:00:36.255289+00,1k-5k,,,
 comp 15,8999,6822,971,2021-09-14 20:00:36.255289+00,5k-10k,,,
 comp 17,14656,830,251,2021-09-14 20:00:36.255289+00,Over 10k,,,
 comp 18,5995,1773,655,2021-09-14 20:00:36.255289+00,5k-10k,,,
nomadpursuit,927,400,67,2021-09-14 21:00:37.017289+00,Under 1k,,,
 comp 2,1002,953,24,2021-09-14 21:00:37.017289+00,1k-5k,,,
 comp 3,842,429,94,2021-09-14 21:00:37.017289+00,Under 1k,,,
 comp 10,11409,4219,375,2021-09-14 21:00:37.017289+00,Over 10k,,,
 comp 14,3327,837,88,2021-09-14 21:00:37.017289+00,1k-5k,,,
 comp 15,8999,6822,971,2021-09-14 21:00:37.017289+00,5k-10k,,,
 comp 17,14661,831,251,2021-09-14 21:00:37.017289+00,Over 10k,,,
 comp 18,5996,1773,655,2021-09-14 21:00:37.017289+00,5k-10k,,,
nomadpursuit,927,400,67,2021-09-14 22:00:37.204671+00,Under 1k,,,
 comp 2,1003,953,24,2021-09-14 22:00:37.204671+00,1k-5k,,,
 comp 3,846,429,94,2021-09-14 22:00:37.204671+00,Under 1k,,,
 comp 10,11409,4219,375,2021-09-14 22:00:37.204671+00,Over 10k,,,
