media_id,engagement,impressions,reach,saved,time_period,created_date
1.79236E+16,214,622,525,4,lifetime,2021-08-29 03:00:53.538649+00
1.81905E+16,90,251,197,3,lifetime,2021-08-29 04:00:53.571673+00
1.7897E+16,189,474,404,3,lifetime,2021-08-29 04:00:53.571673+00
1.79236E+16,214,623,526,4,lifetime,2021-08-29 04:00:53.571673+00
1.81905E+16,90,253,199,3,lifetime,2021-08-29 05:00:53.500441+00
1.7897E+16,189,476,404,3,lifetime,2021-08-29 05:00:53.500441+00
1.79236E+16,214,624,526,4,lifetime,2021-08-29 05:00:53.500441+00
1.81905E+16,92,254,199,3,lifetime,2021-08-29 06:00:50.159565+00
1.7897E+16,189,478,407,3,lifetime,2021-08-29 06:00:50.159565+00
1.79236E+16,214,626,529,4,lifetime,2021-08-29 06:00:50.159565+00
1.81905E+16,92,257,202,3,lifetime,2021-08-29 07:00:52.485148+00
1.7897E+16,189,479,408,3,lifetime,2021-08-29 07:00:52.485148+00
1.79236E+16,214,626,529,4,lifetime,2021-08-29 07:00:52.485148+00
1.81905E+16,93,258,203,3,lifetime,2021-08-29 08:00:54.536351+00
1.7897E+16,190,480,409,3,lifetime,2021-08-29 08:00:54.536351+00
1.79236E+16,215,628,531,4,lifetime,2021-08-29 08:00:54.536351+00
1.81905E+16,94,261,206,3,lifetime,2021-08-29 09:01:00.259792+00
1.7897E+16,191,482,412,3,lifetime,2021-08-29 09:01:00.259792+00
1.79236E+16,216,630,533,4,lifetime,2021-08-29 09:01:00.259792+00
1.81905E+16,94,262,206,3,lifetime,2021-08-29 10:01:01.697209+00
1.7897E+16,191,482,412,3,lifetime,2021-08-29 10:01:01.697209+00
1.79236E+16,216,630,533,4,lifetime,2021-08-29 10:01:01.697209+00
1.81905E+16,95,263,207,3,lifetime,2021-08-29 11:00:57.177875+00
1.7897E+16,191,482,412,3,lifetime,2021-08-29 11:00:57.177875+00
1.79236E+16,216,630,533,4,lifetime,2021-08-29 11:00:57.177875+00
1.81905E+16,95,263,207,3,lifetime,2021-08-29 12:00:54.519455+00
1.7897E+16,191,482,412,3,lifetime,2021-08-29 12:00:54.519455+00
1.79236E+16,216,630,533,4,lifetime,2021-08-29 12:00:54.519455+00
1.81905E+16,95,263,207,3,lifetime,2021-08-29 13:00:55.054717+00
1.7897E+16,191,484,413,3,lifetime,2021-08-29 13:00:55.054717+00
1.79236E+16,216,632,534,4,lifetime,2021-08-29 13:00:55.054717+00
1.81905E+16,95,265,209,3,lifetime,2021-08-29 14:00:52.563875+00
1.7897E+16,191,486,415,3,lifetime,2021-08-29 14:00:52.563875+00
1.79236E+16,216,633,535,4,lifetime,2021-08-29 14:00:52.563875+00
1.81905E+16,95,267,210,3,lifetime,2021-08-29 15:00:56.501632+00
1.7897E+16,191,487,417,3,lifetime,2021-08-29 15:00:56.501632+00
1.79236E+16,216,633,535,4,lifetime,2021-08-29 15:00:56.501632+00
1.81905E+16,95,267,210,3,lifetime,2021-08-29 16:00:55.970881+00
1.7897E+16,191,487,417,3,lifetime,2021-08-29 16:00:55.970881+00
1.79236E+16,216,634,537,4,lifetime,2021-08-29 16:00:55.970881+00
1.81905E+16,95,268,211,3,lifetime,2021-08-29 17:00:54.843276+00
1.7897E+16,191,490,419,3,lifetime,2021-08-29 17:00:54.843276+00
1.79236E+16,216,636,538,4,lifetime,2021-08-29 17:00:54.843276+00
1.81905E+16,95,268,211,3,lifetime,2021-08-29 18:00:55.932718+00
1.7897E+16,191,492,422,3,lifetime,2021-08-29 18:00:55.932718+00
1.79236E+16,216,636,538,4,lifetime,2021-08-29 18:00:55.932718+00
1.81905E+16,95,268,211,3,lifetime,2021-08-29 19:00:52.75922+00
1.7897E+16,191,494,424,3,lifetime,2021-08-29 19:00:52.75922+00
1.79236E+16,216,637,539,4,lifetime,2021-08-29 19:00:52.75922+00
1.81905E+16,96,269,212,3,lifetime,2021-08-29 20:00:58.222527+00
1.7897E+16,191,496,426,3,lifetime,2021-08-29 20:00:58.222527+00
1.79236E+16,216,637,539,4,lifetime,2021-08-29 20:00:58.222527+00
1.81905E+16,96,270,213,3,lifetime,2021-08-29 21:00:53.325213+00
1.7897E+16,191,499,430,3,lifetime,2021-08-29 21:00:53.325213+00
1.79236E+16,216,639,540,4,lifetime,2021-08-29 21:00:53.325213+00
1.81905E+16,98,272,215,3,lifetime,2021-08-29 22:00:54.596418+00
1.7897E+16,192,501,431,3,lifetime,2021-08-29 22:00:54.596418+00
1.79236E+16,217,640,542,4,lifetime,2021-08-29 22:00:54.596418+00
1.81905E+16,98,272,215,3,lifetime,2021-08-29 23:00:53.380448+00
1.7897E+16,192,501,431,3,lifetime,2021-08-29 23:00:53.380448+00
1.79236E+16,217,640,542,4,lifetime,2021-08-29 23:00:53.380448+00
1.81905E+16,98,272,215,3,lifetime,2021-08-30 00:00:54.421602+00
1.7897E+16,192,502,433,3,lifetime,2021-08-30 00:00:54.421602+00
1.79236E+16,217,640,542,4,lifetime,2021-08-30 00:00:54.421602+00
1.81905E+16,98,272,215,3,lifetime,2021-08-30 01:00:55.691311+00
1.7897E+16,192,503,434,3,lifetime,2021-08-30 01:00:55.691311+00
1.79236E+16,217,642,544,4,lifetime,2021-08-30 01:00:55.691311+00
1.81905E+16,98,272,215,3,lifetime,2021-08-30 02:00:53.693075+00
1.7897E+16,192,503,434,3,lifetime,2021-08-30 02:00:53.693075+00
1.79236E+16,217,642,544,4,lifetime,2021-08-30 02:00:53.693075+00
1.81905E+16,98,272,215,3,lifetime,2021-08-30 03:00:55.129207+00
1.7897E+16,192,503,434,3,lifetime,2021-08-30 03:00:55.129207+00
1.79236E+16,217,644,547,4,lifetime,2021-08-30 03:00:55.129207+00
1.81905E+16,98,272,215,3,lifetime,2021-08-30 04:00:57.689595+00
1.7897E+16,192,503,434,3,lifetime,2021-08-30 04:00:57.689595+00
1.79236E+16,217,646,548,4,lifetime,2021-08-30 04:00:57.689595+00
1.81905E+16,98,273,216,3,lifetime,2021-08-30 05:01:01.557488+00
1.7897E+16,192,503,434,3,lifetime,2021-08-30 05:01:01.557488+00
1.79236E+16,217,646,548,4,lifetime,2021-08-30 05:01:01.557488+00
1.81905E+16,99,273,216,3,lifetime,2021-08-30 06:00:55.588114+00
1.7897E+16,193,504,435,3,lifetime,2021-08-30 06:00:55.588114+00
1.79236E+16,218,646,548,4,lifetime,2021-08-30 06:00:55.588114+00
1.81905E+16,99,274,217,3,lifetime,2021-08-30 07:00:54.441762+00
1.7897E+16,193,504,435,3,lifetime,2021-08-30 07:00:54.441762+00
1.79236E+16,218,647,550,4,lifetime,2021-08-30 07:00:54.441762+00
1.81905E+16,99,274,217,3,lifetime,2021-08-30 08:00:52.199005+00
1.7897E+16,193,504,435,3,lifetime,2021-08-30 08:00:52.199005+00
1.79236E+16,218,647,550,4,lifetime,2021-08-30 08:00:52.199005+00
1.81905E+16,100,274,217,3,lifetime,2021-08-30 09:01:03.264532+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 09:01:03.264532+00
1.79236E+16,218,647,550,4,lifetime,2021-08-30 09:01:03.264532+00
1.81905E+16,100,275,218,3,lifetime,2021-08-30 10:00:53.524556+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 10:00:53.524556+00
1.79236E+16,218,648,550,4,lifetime,2021-08-30 10:00:53.524556+00
1.81905E+16,102,275,218,3,lifetime,2021-08-30 11:00:55.392022+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 11:00:55.392022+00
1.79236E+16,218,648,550,4,lifetime,2021-08-30 11:00:55.392022+00
1.81905E+16,103,276,219,3,lifetime,2021-08-30 12:01:10.779628+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 12:01:10.779628+00
1.79236E+16,218,648,550,4,lifetime,2021-08-30 12:01:10.779628+00
1.81905E+16,103,276,219,3,lifetime,2021-08-30 13:00:53.817995+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 13:00:53.817995+00
1.79236E+16,218,648,550,4,lifetime,2021-08-30 13:00:53.817995+00
1.81905E+16,103,276,219,3,lifetime,2021-08-30 14:00:54.022274+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 14:00:54.022274+00
1.79236E+16,218,649,551,4,lifetime,2021-08-30 14:00:54.022274+00
1.81905E+16,103,276,219,3,lifetime,2021-08-30 15:00:55.036456+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 15:00:55.036456+00
1.79236E+16,218,649,551,4,lifetime,2021-08-30 15:00:55.036456+00
1.81905E+16,103,276,219,3,lifetime,2021-08-30 16:00:57.34602+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 16:00:57.34602+00
1.79236E+16,218,650,552,4,lifetime,2021-08-30 16:00:57.34602+00
1.81905E+16,103,277,220,3,lifetime,2021-08-30 17:00:55.155963+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 17:00:55.155963+00
1.79236E+16,218,651,553,4,lifetime,2021-08-30 17:00:55.155963+00
1.81905E+16,103,277,220,3,lifetime,2021-08-30 18:01:02.253712+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 18:01:02.253712+00
1.79236E+16,218,652,555,4,lifetime,2021-08-30 18:01:02.253712+00
1.81905E+16,103,277,220,3,lifetime,2021-08-30 19:00:56.353296+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 19:00:56.353296+00
1.79236E+16,218,652,555,4,lifetime,2021-08-30 19:00:56.353296+00
1.81905E+16,103,277,220,3,lifetime,2021-08-30 20:01:11.686338+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 20:01:11.686338+00
1.79236E+16,218,652,555,4,lifetime,2021-08-30 20:01:11.686338+00
1.81905E+16,103,277,220,3,lifetime,2021-08-30 21:01:00.355969+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 21:01:00.355969+00
1.79236E+16,218,652,555,4,lifetime,2021-08-30 21:01:00.355969+00
1.81905E+16,103,277,220,3,lifetime,2021-08-30 22:01:04.940044+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 22:01:04.940044+00
1.79236E+16,218,652,555,4,lifetime,2021-08-30 22:01:04.940044+00
1.81905E+16,103,278,221,3,lifetime,2021-08-30 23:00:55.457687+00
1.7897E+16,194,505,436,3,lifetime,2021-08-30 23:00:55.457687+00
1.79236E+16,218,652,555,4,lifetime,2021-08-30 23:00:55.457687+00
1.81905E+16,103,278,221,3,lifetime,2021-08-31 00:01:10.662759+00
1.7897E+16,194,505,436,3,lifetime,2021-08-31 00:01:10.662759+00
1.79236E+16,218,652,555,4,lifetime,2021-08-31 00:01:10.662759+00
1.81905E+16,103,278,221,3,lifetime,2021-08-31 01:00:55.114114+00
1.7897E+16,194,505,436,3,lifetime,2021-08-31 01:00:55.114114+00
1.79236E+16,218,652,555,4,lifetime,2021-08-31 01:00:55.114114+00
1.81905E+16,103,278,221,3,lifetime,2021-08-31 02:01:04.359346+00
1.7897E+16,194,505,436,3,lifetime,2021-08-31 02:01:04.359346+00
1.79236E+16,218,653,555,4,lifetime,2021-08-31 02:01:04.359346+00
1.81905E+16,103,278,221,3,lifetime,2021-08-31 03:00:56.117002+00
1.7897E+16,194,505,436,3,lifetime,2021-08-31 03:00:56.117002+00
1.79236E+16,218,653,555,4,lifetime,2021-08-31 03:00:56.117002+00
1.81905E+16,104,278,221,3,lifetime,2021-08-31 04:01:06.911691+00
1.7897E+16,195,506,438,3,lifetime,2021-08-31 04:01:06.911691+00
1.79236E+16,218,653,555,4,lifetime,2021-08-31 04:01:06.911691+00
1.81905E+16,104,279,222,3,lifetime,2021-08-31 05:01:00.072525+00
1.7897E+16,195,507,439,3,lifetime,2021-08-31 05:01:00.072525+00
1.79236E+16,218,653,555,4,lifetime,2021-08-31 05:01:00.072525+00
1.81905E+16,104,279,222,3,lifetime,2021-08-31 06:01:09.266084+00
1.7897E+16,195,507,439,3,lifetime,2021-08-31 06:01:09.266084+00
1.79236E+16,218,653,555,4,lifetime,2021-08-31 06:01:09.266084+00
1.81905E+16,104,279,222,3,lifetime,2021-08-31 07:00:57.39987+00
1.7897E+16,195,507,439,3,lifetime,2021-08-31 07:00:57.39987+00
1.79236E+16,218,653,555,4,lifetime,2021-08-31 07:00:57.39987+00
1.81905E+16,104,279,222,3,lifetime,2021-08-31 08:00:59.612276+00
1.7897E+16,195,507,439,3,lifetime,2021-08-31 08:00:59.612276+00
1.79236E+16,218,653,555,4,lifetime,2021-08-31 08:00:59.612276+00
1.81905E+16,104,279,222,3,lifetime,2021-08-31 09:01:06.922068+00
1.7897E+16,195,507,439,3,lifetime,2021-08-31 09:01:06.922068+00
1.79236E+16,218,654,556,4,lifetime,2021-08-31 09:01:06.922068+00
1.81905E+16,104,279,222,3,lifetime,2021-08-31 10:01:01.737948+00
1.7897E+16,195,507,439,3,lifetime,2021-08-31 10:01:01.737948+00
1.79236E+16,218,654,556,4,lifetime,2021-08-31 10:01:01.737948+00
1.81905E+16,104,279,222,3,lifetime,2021-08-31 12:01:14.150502+00
1.7897E+16,196,507,439,3,lifetime,2021-08-31 12:01:14.150502+00
1.79236E+16,220,654,556,4,lifetime,2021-08-31 12:01:14.150502+00
1.81905E+16,104,279,222,3,lifetime,2021-08-31 13:01:11.369822+00
1.7897E+16,196,507,439,3,lifetime,2021-08-31 13:01:11.369822+00
1.79236E+16,220,655,557,4,lifetime,2021-08-31 13:01:11.369822+00
1.81905E+16,105,279,222,3,lifetime,2021-08-31 18:01:14.771326+00
1.7897E+16,197,507,439,3,lifetime,2021-08-31 18:01:14.771326+00
1.79236E+16,222,655,557,4,lifetime,2021-08-31 18:01:14.771326+00
1.81905E+16,106,283,226,3,lifetime,2021-08-31 21:01:14.156876+00
1.7897E+16,197,509,441,3,lifetime,2021-08-31 21:01:14.156876+00
1.79236E+16,223,656,559,4,lifetime,2021-08-31 21:01:14.156876+00
1.81905E+16,106,283,226,3,lifetime,2021-08-31 22:01:12.957326+00
1.7897E+16,197,509,441,3,lifetime,2021-08-31 22:01:12.957326+00
1.79236E+16,223,656,559,4,lifetime,2021-08-31 22:01:12.957326+00
1.81905E+16,106,283,226,3,lifetime,2021-08-31 23:00:57.573773+00
1.7897E+16,197,509,441,3,lifetime,2021-08-31 23:00:57.573773+00
1.79236E+16,223,657,560,4,lifetime,2021-08-31 23:00:57.573773+00
1.81905E+16,106,283,226,3,lifetime,2021-09-01 00:01:29.528342+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 00:01:29.528342+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 00:01:29.528342+00
1.81905E+16,106,284,226,3,lifetime,2021-09-01 01:01:12.857071+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 01:01:12.857071+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 01:01:12.857071+00
1.81905E+16,107,285,227,3,lifetime,2021-09-01 02:00:59.91648+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 02:00:59.91648+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 02:00:59.91648+00
1.81905E+16,107,285,227,3,lifetime,2021-09-01 03:00:58.952032+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 03:00:58.952032+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 03:00:58.952032+00
1.81905E+16,107,285,227,3,lifetime,2021-09-01 04:01:04.868226+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 04:01:04.868226+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 04:01:04.868226+00
1.81905E+16,107,285,227,3,lifetime,2021-09-01 05:01:05.904947+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 05:01:05.904947+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 05:01:05.904947+00
1.81905E+16,107,287,229,3,lifetime,2021-09-01 06:00:52.873437+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 06:00:52.873437+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 06:00:52.873437+00
1.81905E+16,107,287,229,3,lifetime,2021-09-01 07:00:55.074545+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 07:00:55.074545+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 07:00:55.074545+00
1.81905E+16,107,287,229,3,lifetime,2021-09-01 08:00:59.050337+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 08:00:59.050337+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 08:00:59.050337+00
1.81905E+16,107,287,229,3,lifetime,2021-09-01 09:01:02.563868+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 09:01:02.563868+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 09:01:02.563868+00
1.81905E+16,107,287,229,3,lifetime,2021-09-01 10:00:59.380322+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 10:00:59.380322+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 10:00:59.380322+00
1.81905E+16,107,287,229,3,lifetime,2021-09-01 11:00:56.492208+00
1.7897E+16,197,510,443,3,lifetime,2021-09-01 11:00:56.492208+00
1.79236E+16,223,658,560,4,lifetime,2021-09-01 11:00:56.492208+00
1.81905E+16,107,287,229,3,lifetime,2021-09-01 12:01:15.420123+00
1.7897E+16,197,512,445,3,lifetime,2021-09-01 12:01:15.420123+00
1.79236E+16,223,659,561,4,lifetime,2021-09-01 12:01:15.420123+00
1.81905E+16,107,287,229,3,lifetime,2021-09-01 13:00:58.579385+00
1.7897E+16,197,512,445,3,lifetime,2021-09-01 13:00:58.579385+00
1.79236E+16,223,659,561,4,lifetime,2021-09-01 13:00:58.579385+00
1.81905E+16,108,289,230,3,lifetime,2021-09-01 14:01:03.439617+00
1.7897E+16,197,512,445,3,lifetime,2021-09-01 14:01:03.439617+00
1.79236E+16,223,659,561,4,lifetime,2021-09-01 14:01:03.439617+00
1.81905E+16,108,289,230,3,lifetime,2021-09-01 15:00:58.714492+00
1.7897E+16,197,512,445,3,lifetime,2021-09-01 15:00:58.714492+00
1.79236E+16,223,659,561,4,lifetime,2021-09-01 15:00:58.714492+00
1.81905E+16,108,289,230,3,lifetime,2021-09-01 16:00:58.765634+00
1.7897E+16,197,512,445,3,lifetime,2021-09-01 16:00:58.765634+00
1.79236E+16,223,660,563,4,lifetime,2021-09-01 16:00:58.765634+00
1.81905E+16,108,289,230,3,lifetime,2021-09-01 17:01:04.857377+00
1.7897E+16,197,512,445,3,lifetime,2021-09-01 17:01:04.857377+00
1.79236E+16,223,660,563,4,lifetime,2021-09-01 17:01:04.857377+00
1.81905E+16,109,290,231,3,lifetime,2021-09-01 18:00:56.23273+00
1.7897E+16,198,513,446,3,lifetime,2021-09-01 18:00:56.23273+00
1.79236E+16,224,660,564,4,lifetime,2021-09-01 18:00:56.23273+00
1.81905E+16,109,290,231,3,lifetime,2021-09-01 19:00:55.443774+00
1.7897E+16,198,513,446,3,lifetime,2021-09-01 19:00:55.443774+00
1.79236E+16,224,662,565,4,lifetime,2021-09-01 19:00:55.443774+00
1.81905E+16,109,290,231,3,lifetime,2021-09-01 20:00:58.102454+00
1.7897E+16,198,513,446,3,lifetime,2021-09-01 20:00:58.102454+00
1.79236E+16,224,662,565,4,lifetime,2021-09-01 20:00:58.102454+00
1.81905E+16,109,290,231,3,lifetime,2021-09-01 21:00:53.417344+00
1.7897E+16,198,513,446,3,lifetime,2021-09-01 21:00:53.417344+00
1.79236E+16,224,662,565,4,lifetime,2021-09-01 21:00:53.417344+00
1.81905E+16,109,291,232,3,lifetime,2021-09-01 22:00:58.107542+00
1.7897E+16,198,513,446,3,lifetime,2021-09-01 22:00:58.107542+00
1.79236E+16,224,662,565,4,lifetime,2021-09-01 22:00:58.107542+00
1.81905E+16,109,291,232,3,lifetime,2021-09-01 23:00:56.764486+00
1.7897E+16,198,513,446,3,lifetime,2021-09-01 23:00:56.764486+00
1.79236E+16,224,662,565,4,lifetime,2021-09-01 23:00:56.764486+00
1.81905E+16,109,292,233,3,lifetime,2021-09-02 00:00:58.400309+00
1.7897E+16,198,513,446,3,lifetime,2021-09-02 00:00:58.400309+00
1.79236E+16,224,663,567,4,lifetime,2021-09-02 00:00:58.400309+00
1.81905E+16,109,292,233,3,lifetime,2021-09-02 01:00:55.82595+00
1.7897E+16,198,513,446,3,lifetime,2021-09-02 01:00:55.82595+00
1.79236E+16,224,663,567,4,lifetime,2021-09-02 01:00:55.82595+00
1.81905E+16,110,294,234,3,lifetime,2021-09-02 02:00:56.131272+00
1.7897E+16,200,515,448,3,lifetime,2021-09-02 02:00:56.131272+00
1.79236E+16,225,665,569,4,lifetime,2021-09-02 02:00:56.131272+00
1.81905E+16,110,294,234,3,lifetime,2021-09-02 03:01:00.400988+00
1.7897E+16,200,515,448,3,lifetime,2021-09-02 03:01:00.400988+00
1.79236E+16,225,665,569,4,lifetime,2021-09-02 03:01:00.400988+00
1.81905E+16,110,296,236,3,lifetime,2021-09-02 04:00:57.154658+00
1.7897E+16,201,516,449,3,lifetime,2021-09-02 04:00:57.154658+00
1.79236E+16,227,666,571,4,lifetime,2021-09-02 04:00:57.154658+00
1.81905E+16,110,296,237,3,lifetime,2021-09-02 05:01:03.189341+00
1.7897E+16,202,517,450,3,lifetime,2021-09-02 05:01:03.189341+00
1.79236E+16,227,667,572,4,lifetime,2021-09-02 05:01:03.189341+00
1.81905E+16,110,297,237,3,lifetime,2021-09-02 06:00:56.720989+00
1.7897E+16,202,519,451,3,lifetime,2021-09-02 06:00:56.720989+00
1.79236E+16,227,668,573,4,lifetime,2021-09-02 06:00:56.720989+00
1.81905E+16,110,298,238,3,lifetime,2021-09-02 07:00:53.009912+00
1.7897E+16,202,519,451,3,lifetime,2021-09-02 07:00:53.009912+00
1.79236E+16,227,669,575,4,lifetime,2021-09-02 07:00:53.009912+00
1.81905E+16,110,298,238,3,lifetime,2021-09-02 08:00:58.291187+00
1.7897E+16,202,519,451,3,lifetime,2021-09-02 08:00:58.291187+00
1.79236E+16,227,669,575,4,lifetime,2021-09-02 08:00:58.291187+00
1.81905E+16,110,298,238,3,lifetime,2021-09-02 09:00:57.022254+00
1.7897E+16,202,519,451,3,lifetime,2021-09-02 09:00:57.022254+00
1.79236E+16,227,669,575,4,lifetime,2021-09-02 09:00:57.022254+00
1.81905E+16,110,298,238,3,lifetime,2021-09-02 10:01:04.116135+00
1.7897E+16,202,519,451,3,lifetime,2021-09-02 10:01:04.116135+00
1.79236E+16,227,670,575,4,lifetime,2021-09-02 10:01:04.116135+00
1.81905E+16,111,298,239,3,lifetime,2021-09-02 13:01:01.452858+00
1.7897E+16,202,520,451,3,lifetime,2021-09-02 13:01:01.452858+00
1.79236E+16,227,672,576,4,lifetime,2021-09-02 13:01:01.452858+00
1.81905E+16,111,299,239,3,lifetime,2021-09-02 14:00:54.322418+00
1.7897E+16,202,520,451,3,lifetime,2021-09-02 14:00:54.322418+00
1.79236E+16,227,672,576,4,lifetime,2021-09-02 14:00:54.322418+00
1.81905E+16,111,301,240,3,lifetime,2021-09-02 15:00:57.564318+00
1.7897E+16,202,521,453,3,lifetime,2021-09-02 15:00:57.564318+00
1.79236E+16,227,673,577,4,lifetime,2021-09-02 15:00:57.564318+00
1.81905E+16,111,301,240,3,lifetime,2021-09-02 16:00:56.996254+00
1.7897E+16,202,522,453,3,lifetime,2021-09-02 16:00:56.996254+00
1.79236E+16,227,674,577,4,lifetime,2021-09-02 16:00:56.996254+00
1.81905E+16,112,302,241,3,lifetime,2021-09-02 17:00:55.744873+00
1.7897E+16,202,522,453,3,lifetime,2021-09-02 17:00:55.744873+00
1.79236E+16,227,675,579,4,lifetime,2021-09-02 17:00:55.744873+00
1.81905E+16,112,305,243,3,lifetime,2021-09-02 18:00:52.630666+00
1.7897E+16,202,524,453,3,lifetime,2021-09-02 18:00:52.630666+00
1.79236E+16,227,675,579,4,lifetime,2021-09-02 18:00:52.630666+00
1.81905E+16,112,306,244,3,lifetime,2021-09-02 19:00:57.666746+00
1.7897E+16,202,524,453,3,lifetime,2021-09-02 19:00:57.666746+00
1.79236E+16,227,675,579,4,lifetime,2021-09-02 19:00:57.666746+00
1.81905E+16,112,306,244,3,lifetime,2021-09-02 20:00:57.060693+00
1.7897E+16,202,524,453,3,lifetime,2021-09-02 20:00:57.060693+00
1.79236E+16,227,675,579,4,lifetime,2021-09-02 20:00:57.060693+00
1.81905E+16,112,306,245,3,lifetime,2021-09-02 21:01:01.192255+00
1.7897E+16,202,525,454,3,lifetime,2021-09-02 21:01:01.192255+00
1.79236E+16,227,676,580,4,lifetime,2021-09-02 21:01:01.192255+00
1.81905E+16,112,307,245,3,lifetime,2021-09-02 22:00:56.07323+00
1.7897E+16,202,526,454,3,lifetime,2021-09-02 22:00:56.07323+00
1.79236E+16,227,676,580,4,lifetime,2021-09-02 22:00:56.07323+00
1.81905E+16,113,309,247,3,lifetime,2021-09-02 23:00:52.672914+00
1.7897E+16,202,527,454,3,lifetime,2021-09-02 23:00:52.672914+00
1.79236E+16,227,677,580,4,lifetime,2021-09-02 23:00:52.672914+00
1.81905E+16,113,309,247,3,lifetime,2021-09-03 00:00:53.424251+00
1.7897E+16,202,527,454,3,lifetime,2021-09-03 00:00:53.424251+00
1.79236E+16,227,678,581,4,lifetime,2021-09-03 00:00:53.424251+00
1.81905E+16,113,310,248,3,lifetime,2021-09-03 01:00:55.234796+00
1.7897E+16,202,528,455,3,lifetime,2021-09-03 01:00:55.234796+00
1.79236E+16,227,681,585,4,lifetime,2021-09-03 01:00:55.234796+00
1.81905E+16,114,311,249,3,lifetime,2021-09-03 02:00:55.347536+00
1.7897E+16,202,529,455,3,lifetime,2021-09-03 02:00:55.347536+00
1.79236E+16,227,682,587,4,lifetime,2021-09-03 02:00:55.347536+00
1.81905E+16,114,311,249,3,lifetime,2021-09-03 03:00:56.256198+00
1.7897E+16,202,529,455,3,lifetime,2021-09-03 03:00:56.256198+00
1.79236E+16,227,683,587,4,lifetime,2021-09-03 03:00:56.256198+00
1.81905E+16,114,311,249,3,lifetime,2021-09-03 04:00:53.41964+00
1.7897E+16,202,529,455,3,lifetime,2021-09-03 04:00:53.41964+00
1.79236E+16,227,683,587,4,lifetime,2021-09-03 04:00:53.41964+00
1.81905E+16,114,311,249,3,lifetime,2021-09-03 05:01:00.310823+00
1.7897E+16,202,529,455,3,lifetime,2021-09-03 05:01:00.310823+00
1.79236E+16,227,683,587,4,lifetime,2021-09-03 05:01:00.310823+00
1.81905E+16,114,311,249,3,lifetime,2021-09-03 06:00:56.383264+00
1.7897E+16,202,529,455,3,lifetime,2021-09-03 06:00:56.383264+00
1.79236E+16,227,683,587,4,lifetime,2021-09-03 06:00:56.383264+00
1.81905E+16,115,312,250,3,lifetime,2021-09-03 07:01:03.855567+00
1.7897E+16,202,529,455,3,lifetime,2021-09-03 07:01:03.855567+00
1.79236E+16,227,683,587,4,lifetime,2021-09-03 07:01:03.855567+00
1.81905E+16,115,312,250,3,lifetime,2021-09-03 08:00:56.731876+00
1.7897E+16,202,529,455,3,lifetime,2021-09-03 08:00:56.731876+00
1.79236E+16,227,683,587,4,lifetime,2021-09-03 08:00:56.731876+00
1.81905E+16,115,312,250,3,lifetime,2021-09-03 09:01:01.172235+00
1.7897E+16,202,529,455,3,lifetime,2021-09-03 09:01:01.172235+00
1.79236E+16,227,683,587,4,lifetime,2021-09-03 09:01:01.172235+00
1.81905E+16,116,313,251,3,lifetime,2021-09-03 10:00:53.516582+00
1.7897E+16,202,530,456,3,lifetime,2021-09-03 10:00:53.516582+00
1.79236E+16,228,684,588,4,lifetime,2021-09-03 10:00:53.516582+00
1.81905E+16,116,313,251,3,lifetime,2021-09-03 11:00:59.123399+00
1.7897E+16,202,530,456,3,lifetime,2021-09-03 11:00:59.123399+00
1.79236E+16,228,684,588,4,lifetime,2021-09-03 11:00:59.123399+00
